날짜,공원명,반경(m),반경내_행정동수,반경내_생활인구합,인구가중_평균거리(m),공원_lat,공원_lng
20250810,도산근린공원,500,0,0.0,,37.5246752,127.0350296
20250810,율현공원,500,0,0.0,,37.472332,127.115594
20250810,경의선숲길,500,0,0.0,,37.5588868,126.9254274
20250810,문화비축기지,500,0,0.0,,37.57171848,126.8932455
20250810,올림픽공원,500,0,0.0,,37.520934,127.122959
20250810,송파나루근린공원(석촌호수),500,0,0.0,,37.5069328,127.0983002
20250810,인왕산도시자연공원(인왕산),500,0,0.0,,37.5849001,126.9578438
20250810,낙산공원,500,1,773699.5057,398.92457228547073,37.580477,127.007587
20250810,북한산국립공원(북한산),500,0,0.0,,37.624549,127.000938
20250810,서울로 7017,500,1,256318.9144,371.9495229201716,37.5567137,126.9695753
20250810,남산공원,500,0,0.0,,37.5501402,126.9903773
20250810,용산가족공원,500,0,0.0,,37.522226,126.983335
20250810,효창근린공원(효창공원),500,1,306574.0904,282.2727471133937,37.545234,126.95993
20250810,뚝섬한강공원,500,0,0.0,,37.52935069999999,127.0699562
20250810,잠원한강공원,500,0,0.0,,37.5206865,127.0122724
20250810,여의도한강공원,500,0,0.0,,37.5267106,126.9347112
20250810,반포한강공원,500,0,0.0,,37.5106226,126.9959627
20250810,망원한강공원,500,0,0.0,,37.5527919,126.8985613
20250810,잠실한강공원,500,0,0.0,,37.5175896,127.0867236
20250810,양화한강공원,500,0,0.0,,37.53847,126.9023
20250810,난지한강공원,500,0,0.0,,37.56619,126.8765
20250810,이촌한강공원,500,0,0.0,,37.51703,126.9717
20250810,광나루한강공원,500,0,0.0,,37.54894,127.1201
20250810,강서한강공원,500,0,0.0,,37.5882,126.8153
20250810,길동생태공원,500,0,0.0,,37.5403935,127.1547791
20250810,일자산허브천문공원,500,0,0.0,,37.53967,127.153917
20250810,북서울꿈의숲,500,0,0.0,,37.6233355,127.0407344
20250810,방화근린공원,500,0,0.0,,37.5819812,126.8132285
20250810,우장산근린공원(우장산/우장산근린공원),500,0,0.0,,37.5541932,126.844932
20250810,서울식물원,500,0,0.0,,37.569781,126.83483
20250810,서울대공원,500,0,0.0,,37.4264494,127.0198465
20250810,관악산공원(관악산),500,0,0.0,,37.445208,126.96413
20250810,어린이대공원,500,1,486758.864,103.38936168251803,37.5498987,127.0809212
20250810,아차산공원(아차산),500,0,0.0,,37.5517142,127.1010031
20250810,고척근린공원,500,0,0.0,,37.5042944,126.8521495
20250810,푸른수목원,500,0,0.0,,37.483029,126.82407
20250810,금천체육공원,500,0,0.0,,37.468164,126.908681
20250810,금천폭포근린공원,500,0,0.0,,37.4468663,126.9040127
20250810,수락산도시자연공원(수락산),500,0,0.0,,37.699232,127.0813633
20250810,불암산도시자연공원(불암산),500,0,0.0,,37.6636719,127.0952714
20250810,서울창포원,500,0,0.0,,37.689585,127.047938
20250810,용두근린공원(용두공원),500,9,6913519.3101,174.70283699217924,37.5732791,127.0390042
20250810,배봉산근린공원(배봉산),500,0,0.0,,37.5812324,127.0641623
20250810,국립서울현충원,500,0,0.0,,37.4998621,126.9736849
20250810,보라매공원,500,0,0.0,,37.492333,126.918289
20250810,독립공원(서대문독립공원),500,1,195662.1342,397.5196012230661,37.5738289,126.956771
20250810,청계산도시자연공원(청계산),500,0,0.0,,37.4224347,127.0424726
20250810,매헌시민의숲,500,0,0.0,,37.471225,127.035042
20250810,서울숲,500,2,1147513.5013000001,96.79343943680281,37.5430717,127.0417982
20250810,달맞이근린공원,500,2,1150780.0788,317.85054991559304,37.543564,127.0212054
20250810,청량근린공원(천장산),500,0,0.0,,37.6020055,127.0511145
20250810,서서울호수공원,500,0,0.0,,37.5278392,126.8304789
20250810,파리근린공원(파리공원),500,1,1344442.2455,190.1512441831054,37.5349739,126.8763932
20250810,선유도공원,500,0,0.0,,37.54255966,126.9017287
20250810,여의도공원(여의도도시근린공원),500,0,0.0,,37.5268088,126.9222841
20250810,진관근린공원(구파발폭포/이말산),500,0,0.0,,37.6370244,126.9192155
20250810,사가정공원(용마산),500,0,0.0,,37.5797622,127.095997
20250810,중랑캠핑숲(중랑가족캠핑장),500,1,1288540.4459,473.7497196906097,37.6049896,127.1093075
20250810,도산근린공원,1000,3,3339373.4979000003,831.0665653571227,37.5246752,127.0350296
20250810,율현공원,1000,0,0.0,,37.472332,127.115594
20250810,경의선숲길,1000,2,3297324.341,770.1207285318885,37.5588868,126.9254274
20250810,문화비축기지,1000,4,2828906.0127,955.3804738347424,37.57171848,126.8932455
20250810,올림픽공원,1000,1,595891.0679,943.1062092822251,37.520934,127.122959
20250810,송파나루근린공원(석촌호수),1000,4,4339820.8578,794.3774430529814,37.5069328,127.0983002
20250810,인왕산도시자연공원(인왕산),1000,1,195662.1342,868.5285449971257,37.5849001,126.9578438
20250810,낙산공원,1000,3,2001486.2519,713.3117757208005,37.580477,127.007587
20250810,북한산국립공원(북한산),1000,0,0.0,,37.624549,127.000938
20250810,서울로 7017,1000,2,804574.835,708.3808493530355,37.5567137,126.9695753
20250810,남산공원,1000,2,804806.652,899.663395077673,37.5501402,126.9903773
20250810,용산가족공원,1000,1,561079.7769,808.816756015193,37.522226,126.983335
20250810,효창근린공원(효창공원),1000,4,2239310.8393,637.5209923834266,37.545234,126.95993
20250810,뚝섬한강공원,1000,0,0.0,,37.52935069999999,127.0699562
20250810,잠원한강공원,1000,1,1024721.4377,681.70830394826,37.5206865,127.0122724
20250810,여의도한강공원,1000,0,0.0,,37.5267106,126.9347112
20250810,반포한강공원,1000,3,2230942.2814999996,825.6680641121127,37.5106226,126.9959627
20250810,망원한강공원,1000,0,0.0,,37.5527919,126.8985613
20250810,잠실한강공원,1000,2,2959817.1733,746.5238390974346,37.5175896,127.0867236
20250810,양화한강공원,1000,0,0.0,,37.53847,126.9023
20250810,난지한강공원,1000,1,1297889.9046,586.1135523242018,37.56619,126.8765
20250810,이촌한강공원,1000,0,0.0,,37.51703,126.9717
20250810,광나루한강공원,1000,0,0.0,,37.54894,127.1201
20250810,강서한강공원,1000,0,0.0,,37.5882,126.8153
20250810,길동생태공원,1000,1,1972250.9578,786.3988422041957,37.5403935,127.1547791
20250810,일자산허브천문공원,1000,1,1972250.9578,705.6501353812108,37.53967,127.153917
20250810,북서울꿈의숲,1000,0,0.0,,37.6233355,127.0407344
20250810,방화근린공원,1000,0,0.0,,37.5819812,126.8132285
20250810,우장산근린공원(우장산/우장산근린공원),1000,17,13550552.1818,560.5827129136196,37.5541932,126.844932
20250810,서울식물원,1000,0,0.0,,37.569781,126.83483
20250810,서울대공원,1000,0,0.0,,37.4264494,127.0198465
20250810,관악산공원(관악산),1000,0,0.0,,37.445208,126.96413
20250810,어린이대공원,1000,3,2318570.3969,729.4510768801202,37.5498987,127.0809212
20250810,아차산공원(아차산),1000,1,1110083.0458,540.3625363359641,37.5517142,127.1010031
20250810,고척근린공원,1000,0,0.0,,37.5042944,126.8521495
20250810,푸른수목원,1000,0,0.0,,37.483029,126.82407
20250810,금천체육공원,1000,0,0.0,,37.468164,126.908681
20250810,금천폭포근린공원,1000,0,0.0,,37.4468663,126.9040127
20250810,수락산도시자연공원(수락산),1000,0,0.0,,37.699232,127.0813633
20250810,불암산도시자연공원(불암산),1000,0,0.0,,37.6636719,127.0952714
20250810,서울창포원,1000,0,0.0,,37.689585,127.047938
20250810,용두근린공원(용두공원),1000,10,7485575.789,212.9525722343962,37.5732791,127.0390042
20250810,배봉산근린공원(배봉산),1000,0,0.0,,37.5812324,127.0641623
20250810,국립서울현충원,1000,0,0.0,,37.4998621,126.9736849
20250810,보라매공원,1000,1,627654.9433,762.4365184584522,37.492333,126.918289
20250810,독립공원(서대문독립공원),1000,4,1597493.7686,749.3096910140898,37.5738289,126.956771
20250810,청계산도시자연공원(청계산),1000,0,0.0,,37.4224347,127.0424726
20250810,매헌시민의숲,1000,2,2623765.7824,651.1582339392335,37.471225,127.035042
20250810,서울숲,1000,2,1147513.5013000001,96.79343943680281,37.5430717,127.0417982
20250810,달맞이근린공원,1000,3,1763050.2253,442.3218876790451,37.543564,127.0212054
20250810,청량근린공원(천장산),1000,1,443327.2944,920.2906079611794,37.6020055,127.0511145
20250810,서서울호수공원,1000,4,1730534.1967,720.2234970352887,37.5278392,126.8304789
20250810,파리근린공원(파리공원),1000,3,3207231.9422999998,495.28083221466085,37.5349739,126.8763932
20250810,선유도공원,1000,1,661530.7644,813.0232324000165,37.54255966,126.9017287
20250810,여의도공원(여의도도시근린공원),1000,0,0.0,,37.5268088,126.9222841
20250810,진관근린공원(구파발폭포/이말산),1000,0,0.0,,37.6370244,126.9192155
20250810,사가정공원(용마산),1000,1,619062.0344,778.957429949226,37.5797622,127.095997
20250810,중랑캠핑숲(중랑가족캠핑장),1000,2,2368311.096,659.9089029787857,37.6049896,127.1093075
20250810,도산근린공원,2000,6,6391642.439100001,1177.8531805618431,37.5246752,127.0350296
20250810,율현공원,2000,3,3491616.2981000002,1601.9783167102437,37.472332,127.115594
20250810,경의선숲길,2000,8,8521083.3234,1297.650526731876,37.5588868,126.9254274
20250810,문화비축기지,2000,7,4993319.5449,1137.1245228551068,37.57171848,126.8932455
