날짜,공원명,반경(m),반경내_행정동수,반경내_생활인구합,인구가중_평균거리(m),공원_lat,공원_lng
20241106,도산근린공원,500,0,0.0,,37.5246752,127.0350296
20241106,율현공원,500,0,0.0,,37.472332,127.115594
20241106,경의선숲길,500,0,0.0,,37.5588868,126.9254274
20241106,문화비축기지,500,0,0.0,,37.57171848,126.8932455
20241106,올림픽공원,500,0,0.0,,37.520934,127.122959
20241106,송파나루근린공원(석촌호수),500,0,0.0,,37.5069328,127.0983002
20241106,인왕산도시자연공원(인왕산),500,0,0.0,,37.5849001,126.9578438
20241106,낙산공원,500,1,618346.8892,398.92457228547073,37.580477,127.007587
20241106,북한산국립공원(북한산),500,0,0.0,,37.624549,127.000938
20241106,서울로 7017,500,1,146684.6953,371.9495229201716,37.5567137,126.9695753
20241106,남산공원,500,0,0.0,,37.5501402,126.9903773
20241106,용산가족공원,500,0,0.0,,37.522226,126.983335
20241106,효창근린공원(효창공원),500,1,166071.9241,282.2727471133937,37.545234,126.95993
20241106,뚝섬한강공원,500,0,0.0,,37.52935069999999,127.0699562
20241106,잠원한강공원,500,0,0.0,,37.5206865,127.0122724
20241106,여의도한강공원,500,0,0.0,,37.5267106,126.9347112
20241106,반포한강공원,500,0,0.0,,37.5106226,126.9959627
20241106,망원한강공원,500,0,0.0,,37.5527919,126.8985613
20241106,잠실한강공원,500,0,0.0,,37.5175896,127.0867236
20241106,양화한강공원,500,0,0.0,,37.53847,126.9023
20241106,난지한강공원,500,0,0.0,,37.56619,126.8765
20241106,이촌한강공원,500,0,0.0,,37.51703,126.9717
20241106,광나루한강공원,500,0,0.0,,37.54894,127.1201
20241106,강서한강공원,500,0,0.0,,37.5882,126.8153
20241106,길동생태공원,500,0,0.0,,37.5403935,127.1547791
20241106,일자산허브천문공원,500,0,0.0,,37.53967,127.153917
20241106,북서울꿈의숲,500,0,0.0,,37.6233355,127.0407344
20241106,방화근린공원,500,0,0.0,,37.5819812,126.8132285
20241106,우장산근린공원(우장산/우장산근린공원),500,0,0.0,,37.5541932,126.844932
20241106,서울식물원,500,0,0.0,,37.569781,126.83483
20241106,서울대공원,500,0,0.0,,37.4264494,127.0198465
20241106,관악산공원(관악산),500,0,0.0,,37.445208,126.96413
20241106,어린이대공원,500,1,284098.7221,103.38936168251801,37.5498987,127.0809212
20241106,아차산공원(아차산),500,0,0.0,,37.5517142,127.1010031
20241106,고척근린공원,500,0,0.0,,37.5042944,126.8521495
20241106,푸른수목원,500,0,0.0,,37.483029,126.82407
20241106,금천체육공원,500,0,0.0,,37.468164,126.908681
20241106,금천폭포근린공원,500,0,0.0,,37.4468663,126.9040127
20241106,수락산도시자연공원(수락산),500,0,0.0,,37.699232,127.0813633
20241106,불암산도시자연공원(불암산),500,0,0.0,,37.6636719,127.0952714
20241106,서울창포원,500,0,0.0,,37.689585,127.047938
20241106,용두근린공원(용두공원),500,9,3659411.7496999996,176.79501045425678,37.5732791,127.0390042
20241106,배봉산근린공원(배봉산),500,0,0.0,,37.5812324,127.0641623
20241106,국립서울현충원,500,0,0.0,,37.4998621,126.9736849
20241106,보라매공원,500,0,0.0,,37.492333,126.918289
20241106,독립공원(서대문독립공원),500,1,92571.0808,397.5196012230661,37.5738289,126.956771
20241106,청계산도시자연공원(청계산),500,0,0.0,,37.4224347,127.0424726
20241106,매헌시민의숲,500,0,0.0,,37.471225,127.035042
20241106,서울숲,500,2,741672.8385,96.7934394368028,37.5430717,127.0417982
20241106,달맞이근린공원,500,2,562044.3114,317.97062077611105,37.543564,127.0212054
20241106,청량근린공원(천장산),500,0,0.0,,37.6020055,127.0511145
20241106,서서울호수공원,500,0,0.0,,37.5278392,126.8304789
20241106,파리근린공원(파리공원),500,1,613300.7996,190.1512441831054,37.5349739,126.8763932
20241106,선유도공원,500,0,0.0,,37.54255966,126.9017287
20241106,여의도공원(여의도도시근린공원),500,0,0.0,,37.5268088,126.9222841
20241106,진관근린공원(구파발폭포/이말산),500,0,0.0,,37.6370244,126.9192155
20241106,사가정공원(용마산),500,0,0.0,,37.5797622,127.095997
20241106,중랑캠핑숲(중랑가족캠핑장),500,1,644371.4094,473.7497196906098,37.6049896,127.1093075
20241106,도산근린공원,1000,3,2450788.8179,831.3863899541831,37.5246752,127.0350296
20241106,율현공원,1000,0,0.0,,37.472332,127.115594
20241106,경의선숲길,1000,2,1568444.5722,771.9880608780135,37.5588868,126.9254274
20241106,문화비축기지,1000,4,1288183.7241,955.3804738347424,37.57171848,126.8932455
20241106,올림픽공원,1000,1,291804.2053,943.1062092822252,37.520934,127.122959
20241106,송파나루근린공원(석촌호수),1000,4,2028129.4042,797.3359176803375,37.5069328,127.0983002
20241106,인왕산도시자연공원(인왕산),1000,1,92571.0808,868.5285449971257,37.5849001,126.9578438
20241106,낙산공원,1000,3,1528521.9638999999,694.4815149754296,37.580477,127.007587
20241106,북한산국립공원(북한산),1000,0,0.0,,37.624549,127.000938
20241106,서울로 7017,1000,2,873795.0976,782.7872297714617,37.5567137,126.9695753
20241106,남산공원,1000,2,387407.1556,900.0639889875189,37.5501402,126.9903773
20241106,용산가족공원,1000,1,231262.3954,808.816756015193,37.522226,126.983335
20241106,효창근린공원(효창공원),1000,4,1213631.9709,641.6447401456187,37.545234,126.95993
20241106,뚝섬한강공원,1000,0,0.0,,37.52935069999999,127.0699562
20241106,잠원한강공원,1000,1,526500.1577,681.7083039482599,37.5206865,127.0122724
20241106,여의도한강공원,1000,0,0.0,,37.5267106,126.9347112
20241106,반포한강공원,1000,3,1049977.7296,821.5112420017227,37.5106226,126.9959627
20241106,망원한강공원,1000,0,0.0,,37.5527919,126.8985613
20241106,잠실한강공원,1000,2,1283014.6209999998,752.21793296413,37.5175896,127.0867236
20241106,양화한강공원,1000,0,0.0,,37.53847,126.9023
20241106,난지한강공원,1000,1,964335.3649,586.1135523242018,37.56619,126.8765
20241106,이촌한강공원,1000,0,0.0,,37.51703,126.9717
20241106,광나루한강공원,1000,0,0.0,,37.54894,127.1201
20241106,강서한강공원,1000,0,0.0,,37.5882,126.8153
20241106,길동생태공원,1000,1,890123.6181,786.3988422041957,37.5403935,127.1547791
20241106,일자산허브천문공원,1000,1,890123.6181,705.6501353812108,37.53967,127.153917
20241106,북서울꿈의숲,1000,0,0.0,,37.6233355,127.0407344
20241106,방화근린공원,1000,0,0.0,,37.5819812,126.8132285
20241106,우장산근린공원(우장산/우장산근린공원),1000,17,7039552.3636,560.2373241339344,37.5541932,126.844932
20241106,서울식물원,1000,0,0.0,,37.569781,126.83483
20241106,서울대공원,1000,0,0.0,,37.4264494,127.0198465
20241106,관악산공원(관악산),1000,0,0.0,,37.445208,126.96413
20241106,어린이대공원,1000,3,1404178.1130999997,732.9907263951819,37.5498987,127.0809212
20241106,아차산공원(아차산),1000,1,550475.9356,540.3625363359641,37.5517142,127.1010031
20241106,고척근린공원,1000,0,0.0,,37.5042944,126.8521495
20241106,푸른수목원,1000,0,0.0,,37.483029,126.82407
20241106,금천체육공원,1000,0,0.0,,37.468164,126.908681
20241106,금천폭포근린공원,1000,0,0.0,,37.4468663,126.9040127
20241106,수락산도시자연공원(수락산),1000,0,0.0,,37.699232,127.0813633
20241106,불암산도시자연공원(불암산),1000,0,0.0,,37.6636719,127.0952714
20241106,서울창포원,1000,0,0.0,,37.689585,127.047938
