날짜,공원명,반경(m),반경내_행정동수,반경내_생활인구합,인구가중_평균거리(m),공원_lat,공원_lng
20241103,인왕산도시자연공원,1000,1,96081.2969,868.5285449971258,37.5849001,126.9578438
20241103,낙산근린공원,1000,3,1102182.9377000001,732.0256310791132,37.580477,127.007587
20241103,북한산국립공원,1000,0,0.0,,37.624549,127.000938
20241103,서울로7017,1000,2,431372.7857,736.6207473042268,37.5567137,126.9695753
20241103,남산공원,1000,2,426742.5001,900.5500709313569,37.5501402,126.9903773
20241103,용산가족공원,1000,1,278990.5561,808.816756015193,37.522226,126.983335
20241103,효창근린공원,1000,4,1158575.3011,642.5421710402153,37.545234,126.95993
20241103,뚝섬한강공원,1000,0,0.0,,37.52935069999999,127.0699562
20241103,잠원한강공원,1000,1,428581.9882,681.7083039482599,37.5206865,127.0122724
20241103,여의도한강공원,1000,0,0.0,,37.5267106,126.9347112
20241103,반포한강공원,1000,3,1164239.8745,824.5084731726428,37.5106226,126.9959627
20241103,망원한강공원,1000,0,0.0,,37.5527919,126.8985613
20241103,잠실한강공원,1000,2,1372136.9606,758.2392629358363,37.5175896,127.0867236
20241103,양화한강공원,1000,0,0.0,,37.53847,126.9023
20241103,난지한강공원,1000,1,743630.6421,586.1135523242018,37.56619,126.8765
20241103,이촌한강공원,1000,0,0.0,,37.51703,126.9717
20241103,광나루한강공원,1000,0,0.0,,37.54894,127.1201
20241103,강서한강공원,1000,0,0.0,,37.5882,126.8153
20241103,길동생태공원,1000,1,930889.8569,786.3988422041957,37.5403935,127.1547791
20241103,일자산허브천문공원,1000,1,930889.8569,705.6501353812108,37.53967,127.153917
20241103,북서울꿈의숲,1000,0,0.0,,37.6233355,127.0407344
20241103,방화근린공원,1000,0,0.0,,37.5819812,126.8132285
20241103,우장산근린공원,1000,17,6857173.9401,560.6797808541061,37.5541932,126.844932
20241103,서울식물원,1000,0,0.0,,37.569781,126.83483
20241103,서울대공원,1000,0,0.0,,37.4264494,127.0198465
20241103,관악산공원,1000,0,0.0,,37.445208,126.96413
20241103,어린이대공원,1000,3,1315217.7056,717.772209605004,37.5498987,127.0809212
20241103,아차산공원,1000,1,562631.4184,540.3625363359641,37.5517142,127.1010031
20241103,고척근린공원,1000,0,0.0,,37.5042944,126.8521495
20241103,푸른수목원,1000,0,0.0,,37.483029,126.82407
20241103,금천체육공원,1000,0,0.0,,37.468164,126.908681
20241103,금천폭포근린공원,1000,0,0.0,,37.4468663,126.9040127
20241103,수락산도시자연공원,1000,0,0.0,,37.699232,127.0813633
20241103,불암산도시자연공원,1000,0,0.0,,37.6636719,127.0952714
20241103,서울창포원,1000,0,0.0,,37.689585,127.047938
20241103,용두근린공원,1000,10,3827682.2780999998,213.51671230778166,37.5732791,127.0390042
20241103,배봉산근린공원,1000,0,0.0,,37.5812324,127.0641623
20241103,국립서울현충원,1000,0,0.0,,37.4998621,126.9736849
20241103,보라매공원,1000,1,328888.9725,762.4365184584522,37.492333,126.918289
20241103,독립공원,1000,4,845115.4236999999,755.8649606392066,37.5738289,126.956771
20241103,청계산도시자연공원,1000,0,0.0,,37.4224347,127.0424726
20241103,매헌시민의숲,1000,2,1371329.9931,647.7001860731013,37.471225,127.035042
20241103,서울숲,1000,2,609618.9633,96.79343943680283,37.5430717,127.0417982
20241103,달맞이근린공원,1000,3,909232.4653,441.25292417933997,37.543564,127.0212054
20241103,청량근린공원,1000,1,255050.51440000001,920.2906079611795,37.6020055,127.0511145
20241103,서서울호수공원,1000,4,883552.487,719.0668043080942,37.5278392,126.8304789
20241103,파리근린공원,1000,3,1584572.6297,498.1913981056378,37.5349739,126.8763932
20241103,선유도공원,1000,1,349072.6188,813.0232324000165,37.54255966,126.9017287
20241103,여의도공원,1000,0,0.0,,37.5268088,126.9222841
20241103,진관근린공원(구파발폭포/이말산),1000,0,0.0,,37.6370244,126.9192155
20241103,사가정공원,1000,1,304192.5417,778.957429949226,37.5797622,127.095997
20241103,중랑캠핑숲,1000,2,1216041.5370999998,651.9435900477189,37.6049896,127.1093075
20241103,도산근린공원,2000,6,3247445.8309,1176.0537603542464,37.5246752,127.0350296
20241103,율현공원,2000,3,1816958.7751000002,1599.1513504421905,37.472332,127.115594
20241103,경의선숲길,2000,8,4317677.7069,1316.5990945301405,37.5588868,126.9254274
20241103,문화비축기지,2000,7,2759209.3157,1134.0563468985536,37.57171848,126.8932455
20241103,올림픽공원,2000,22,8827988.398100002,1129.6885837125244,37.520934,127.122959
20241103,송파나루근린공원(석촌호수),2000,13,6025362.2328,1217.3361376483806,37.5069328,127.0983002
20241103,인왕산도시자연공원,2000,15,3832424.1432000007,1754.19871864593,37.5849001,126.9578438
20241103,낙산근린공원,2000,22,6740241.2417,1278.1559112874268,37.580477,127.007587
20241103,북한산국립공원,2000,2,644317.4591,1624.5539607090504,37.624549,127.000938
20241103,서울로7017,2000,15,5536387.900800001,1436.7709551856515,37.5567137,126.9695753
20241103,남산공원,2000,19,5019918.6064,1634.367185001371,37.5501402,126.9903773
20241103,용산가족공원,2000,9,2690360.4088000003,1309.92816587895,37.522226,126.983335
20241103,효창근린공원,2000,14,4760214.7521,1376.559277145427,37.545234,126.95993
20241103,뚝섬한강공원,2000,16,6380085.0327,1563.7981360534734,37.52935069999999,127.0699562
20241103,잠원한강공원,2000,9,3896385.8372,1524.1257086059074,37.5206865,127.0122724
20241103,여의도한강공원,2000,16,6695984.7541000005,1529.8561358383324,37.5267106,126.9347112
20241103,반포한강공원,2000,9,3314817.8759000003,1261.2996446306363,37.5106226,126.9959627
20241103,망원한강공원,2000,6,3183114.5733,1592.2667537524746,37.5527919,126.8985613
20241103,잠실한강공원,2000,6,3203070.3166,1120.6727227363592,37.5175896,127.0867236
20241103,양화한강공원,2000,14,4306257.84,1417.0733202577007,37.53847,126.9023
20241103,난지한강공원,2000,2,1209025.0520000001,883.9137076517752,37.56619,126.8765
20241103,이촌한강공원,2000,3,1653704.8427,1468.6267536646717,37.51703,126.9717
20241103,광나루한강공원,2000,2,818580.3809,1320.1816918869715,37.54894,127.1201
20241103,강서한강공원,2000,0,0.0,,37.5882,126.8153
20241103,길동생태공원,2000,2,1551127.8955,1142.3691515676637,37.5403935,127.1547791
20241103,일자산허브천문공원,2000,2,1551127.8955,1138.0585609446339,37.53967,127.153917
20241103,북서울꿈의숲,2000,5,1877468.3934999998,1436.9813705162214,37.6233355,127.0407344
20241103,방화근린공원,2000,0,0.0,,37.5819812,126.8132285
20241103,우장산근린공원,2000,18,7273916.9771,594.3311262970757,37.5541932,126.844932
20241103,서울식물원,2000,0,0.0,,37.569781,126.83483
20241103,서울대공원,2000,0,0.0,,37.4264494,127.0198465
20241103,관악산공원,2000,0,0.0,,37.445208,126.96413
20241103,어린이대공원,2000,15,5338817.763699999,1171.1310641874854,37.5498987,127.0809212
20241103,아차산공원,2000,2,862315.9291,944.9200367056313,37.5517142,127.1010031
20241103,고척근린공원,2000,5,1578742.8320999998,1420.5365017596203,37.5042944,126.8521495
20241103,푸른수목원,2000,1,338485.0703,1370.1055462696686,37.483029,126.82407
20241103,금천체육공원,2000,13,3603322.9568000003,1573.143609233898,37.468164,126.908681
20241103,금천폭포근린공원,2000,9,2440317.7974,1344.8508015034545,37.4468663,126.9040127
20241103,수락산도시자연공원,2000,0,0.0,,37.699232,127.0813633
20241103,불암산도시자연공원,2000,3,962991.1065,1713.4250967486348,37.6636719,127.0952714
20241103,서울창포원,2000,1,541094.4672,1248.57811404843,37.689585,127.047938
20241103,용두근린공원,2000,21,7537512.801299999,789.7586076262392,37.5732791,127.0390042
20241103,배봉산근린공원,2000,4,1251264.4825,1555.6566664947384,37.5812324,127.0641623
20241103,국립서울현충원,2000,7,2553976.8092,1686.527688201262,37.4998621,126.9736849
20241103,보라매공원,2000,7,2571383.4705000003,1531.8075605913632,37.492333,126.918289
20241103,독립공원,2000,24,7237916.0159,1597.823109566772,37.5738289,126.956771
20241103,청계산도시자연공원,2000,0,0.0,,37.4224347,127.0424726
20241103,매헌시민의숲,2000,4,2043027.5017000001,996.2920236865912,37.471225,127.035042
20241103,서울숲,2000,10,3284162.8003,1355.90120252074,37.5430717,127.0417982
20241103,달맞이근린공원,2000,14,4063774.9815,1358.726592892693,37.543564,127.0212054
20241103,청량근린공원,2000,4,1623166.8832,1367.7262954559037,37.6020055,127.0511145
20241103,서서울호수공원,2000,7,1313699.2639,921.256000757801,37.5278392,126.8304789
20241103,파리근린공원,2000,19,6421581.7328,1558.9263211863235,37.5349739,126.8763932
20241103,선유도공원,2000,15,5581508.7826000005,1816.2929365566008,37.54255966,126.9017287
20241103,여의도공원,2000,3,2534410.5192,1688.8018732917692,37.5268088,126.9222841
20241103,진관근린공원(구파발폭포/이말산),2000,1,954159.2917000001,1663.2189608354843,37.6370244,126.9192155
20241103,사가정공원,2000,2,727625.4176,983.9529318512734,37.5797622,127.095997
20241103,중랑캠핑숲,2000,14,4601095.1442,1237.6336142385999,37.6049896,127.1093075
