Topic,Count,Name,Representation,Representative_Docs
-1,6,-1_시설_최근_다시_접근성,"['시설', '최근', '다시', '접근성', '커피', '편의', '나들이', '항상', '근처', '이용']","['접근성이 좋아서 항상 사람이 많음', '근처에 편의시설이 많아 나들이에 좋다 길도 잘 닦여있고 깔끔하고 쾌적하다', '운동할 수 있는 시설들이 최근 다시 풀려 운동도 할 수 있음']"
0,976,0_사람_장소_야경_화장실,"['사람', '장소', '야경', '화장실', '편의점', '주차', '예쁘', '저녁', '바람', '여유']","['사람많고 조금은 시끄럽기도 하지만 잠깐의 여유와 함께 쉬기 좋은 장소', '특히 날씨가 선선한 날, 주말 저녁 등 인파가 많은 시간대에는 주차장에 진입하는 것조차 어려울 정도로 사람이 많아서 앉을 자리도 부족하고, 편의점은 줄이 무지막지하게 길어요 분수쇼가 펼쳐지는 시간대에 가면 경치가 아름답고, 멍때리기도 좋아요 그렇지만 주차하긴 너무 힘든 것 같아요', '먹거리 많고 야경 좋고 그래서 연인, 가족 단위의 사람이 많은 휴식처 단, 화장실에도 사람이 많음']"
1,27,1_자전거_시설_주변_야경,"['자전거', '시설', '주변', '야경', '오토바이', '데이트', '필요', '코스', '바람', '항상']","['야경이 좋고 달리기나 자전거라이딩, 농구 등 운동하기 좋은 곳', '야경이 예쁜 곳 밤에 자전거 타고 달리기 좋음', '가끔 놀러가거나 자전거타기 좋습니다']"
2,18,2_자전거_달리기_스케이트보드_가만히,"['자전거', '달리기', '스케이트보드', '가만히', '잠간', '비교', '자전거길', '마음', '언제나', '다리']","['자전거타기 딱 좋은곳', '자전거 타기 좋습니다', '자전거 라이딩 길이']"
