Topic,Count,Name,Representation,Representative_Docs
0,967,0_사람_운동_화장실_날씨,"['사람', '운동', '화장실', '날씨', '주차', '돗자리', '공간', '텐트', '주변', '피크닉']","['나들이가기좋은 곳 사람이너무많아 ㅜㅜ', '뷰도좋고 여의도보다 사람도 없고 좋음', '사람들이 너무 많고 좁아요']"
1,24,1_캐시_유일_이미_하류,"['캐시', '유일', '이미', '하류', '청춘', '철교', '증지', '중앙', '중심', '주요']","['성산대교 망원공원선착장에서보는, 당산철교, 여의도야경~👍 보름달🌕도 엄청밝고 날이좋아선명해요 🌚', '새롭게 각광받고 있거나 이미 청춘들에게 주목받고 있는 한강 공원', '캐시워크 앱에서 5월 한달 서울 주요 지역방문인증시 캐시백 1만원을 주네요~망원한강공원도 그 방문인증지중 하나~^^']"
