Topic,Count,Name,Representation,Representative_Docs
0,401,0_산책_둘레길_운동_정상,"['산책', '둘레길', '운동', '정상', '데크', '코스', '배봉산', '산책로', '만들', '시설']","['둘레길을 1시간 정도 산책할 수 있다', '둘레길이 너무 잘되어 있어서 산책하기 너무 좋음', '산책하고 운동하기 좋아요~']"
1,16,1____,"['', '', '', '', '', '', '', '', '', '']","['대기 시간 대기 시간 없음 예약 권장 아니요', '대기 시간 대기 시간 없음 예약 권장 아니요', '대기 시간 대기 시간 없음 예약 권장 아니요']"
