Topic,Count,Name,Representation,Representative_Docs
-1,51,-1_구경_주차장_자전거_지하철,"['구경', '주차장', '자전거', '지하철', '뚝섬', '관리', '방문', '행복', '장소', '사람']","['널찍한 잔디 마당도 있고, 기차(지하철) 지나가는 것도 구경할 수 있고, 급하게 필요한게 있으면 편의점 찾아가면 됨 놀이터 아이와 함께 놀 수 있는 놀이터가 있음', '주차장이 따로 있어서 차량을 가지고 가는 것도 가능했으나 워낙 사람들이 많이 구경올 것 같아서 차량이동은 포기하고 지하철을 이용했음 다른 지인은 한강 반대편 잠실 측에서 구경을 했다는데, 한강변 하늘 공연이라 맞은편 한강변에서 여유있게 관람하는 방법도 추천함', '뚝섬한강수영장은 벌레배양지 벌레가 너무많아도 수질관리안하고 구경함']"
0,48,0_구역_뚝섬_반려_동반,"['구역', '뚝섬', '반려', '동반', '돗자리', '환경', '배달', '편의점', '저녁', '전망']","['공연등 수시로 열립니다 화장실 주변곳곳에 시설이 잘갖춰져 있어요 반려견 동반 환경 산책하기 좋은 장소임 피크닉 구역 배달 피크닉세트 임대등 환경이 잘갖춰져 있어요 피크닉품목 대여하는곳도 있고 편의점도 잘갖춰져 있고 자전거타고 트레킹하고 수영하고 다양한 먹거리 배달', '화장실 화장실, 매점이 가까이에 위치하고 있었다 반려견 동반 환경 반려견 동반 가능함 피크닉 구역 가족, 연인, 친구들이 그늘막 텐트와 돗자리만 있어도 곳곳에 조성된 나무그늘로 시원한 강바람과 한강을 조망하면서 피크닉을 즐길 수는 좋은 장소다 한강 고수부지에 유명한 유원지라서 시설도 좋고 깨끗하고 잔디와 나무그늘도 잘 조성되어 있어서 어린 손녀를 데리고 가서 텐트치고 즐거운 시간을 가졌다', '놀이터 어린이를 위한 다양한 활동 화장실 매우 깨끗하고 모든 구역에 있습니다 반려견 동반 환경 개 구역 및 먹이 구역 피크닉 구역 매트를 빌리거나 가져갈 수 있고 라면과 맥주도 구입할 수 있어요 전망은 놀랍고 불꽃놀이나 드론 쇼도 있습니다']"
1,39,1_날씨_관리_반려_볼거리,"['날씨', '관리', '반려', '볼거리', '다시', '재밌', '운동', '환경', '동반', '즐기']","['좋은 자전거 타새요 반려견 동반 환경 건강하세요', '겨울에는 슬라이드 놀이가 재밌어요☺️ 놀이터 슬라이드 야외 놀이터 화장실 네, 있습니다 반려견 동반 환경 응, 맞아요 피크닉 구역 잘 모르겠어요', '매일 위킹 갑니다 화장실 그런대로 관리가 잘되고있음 반려견 동반 환경 반려동물 천국']"
2,27,2_드론_사람_뚝섬_일찍,"['드론', '사람', '뚝섬', '일찍', '시설', '전시', '연결', '설치', '자리', '가시']","['9월 말에 드론 쇼를 보러 갔었는데, 공원이 정말 넓어요', '뚝섬한강공원 드론쇼는 수천 대의 드론이 밤하늘을 수놓는 숨막히는 영상을 연출하는 장관을 이룬다', '드론쇼를 보기위해 뚝섬공원에 많은 임파가 모였어요 드론쇼가 나름 멋있어요']"
3,27,3_가족_여유_보내_날씨,"['가족', '여유', '보내', '날씨', '휴식', '장소', '단위', '오리', '뚝섬유원지역', '불편']","['가족끼리 오기 참 좋죠', '가족단위 피크닉에 최적의 장소입니다', '가족과 좋은시간을보내서 최곱니다']"
