Topic,Count,Name,Representation,Representative_Docs
-1,4,-1_예산_먼지_느낌_나무,"['예산', '먼지', '느낌', '나무', '체육', '', '', '', '', '']","['운동도 하고 산책도 하고 푸르른 나무들도 보고 너무좋아오', '추억쌓기 좋고 정말 공원같은느낌에 좋아요', '부탁의 말씀 공원한바퀴 도는데 512미터에 너무질고 ㆍ때로른 너무 먼지가 많이 나는때가 만습니다 예산이 허락되신다먼 고무메트로 깔아주시면 어떨게 해서 글을 오립니다 ㆍ건강하시고 수고하세요 ㆍ']"
0,53,0_괜찮_자주_배드민턴_공기,"['괜찮', '자주', '배드민턴', '공기', '환경', '관리', '저녁', '동반', '이용', '반려']","['농구시설도 괜찮고 공터도있어서 좋았어요', '운동하기 좋음임다 농구코트 배드민턴장 미니헬스기구등 걷기트렉도 좋아요~', '자주찾는 주거인근 산책길 반려견 동반 환경 반려견 동반 가능한 산책길']"
1,45,1_기구_공기_장소_체육공원,"['기구', '공기', '장소', '체육공원', '체육', '배드민턴', '동네', '헬스', '사람', '화장실']","['체육공원인데 산속이라공기좋고 등산로있으며체육시설이 구전하여 서울시내고뭔들중에 단연 최고라말할수있어유', '화장실이 가까이 있으면 좋은데 다소 떨어져 있고, 수돗가의 물위치가 공원내에 있으면 좋을 것은 생각이 듭니다 체력단련기구가 있어 간단히 운동하기에도 좋은 장소인듯합니다 동네 가까이 공원이 있는건 아주 좋은듯합니다', '금천구가한눈에보이는해발950높이에있어서정말공기좋고 운동기구도많아서 정말좋아요']"
