R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,XCORD,YCORD,XX,YY,CD_GUBUN
10167,1153000000,360,서울특별시,구로구,1,학교,서울온수초등학교,1153011000200020008001534,1153011000,1153079000,서울특별시 구로구 부일로 893(온수동),640,246,126.8259,37.49414,184604.0608,543868.0505,안전
10168,1150000000,339,서울특별시,강서구,1,학교,치현초등학교,1150010900108330000000431,1150010900,1150064100,서울특별시 강서구 방화대로47길 43(방화동),2310,888,126.81457,37.57562,183619.951,552912.803,긴급
10169,1150000000,421,서울특별시,강서구,1,학교,방원중학교,1150010900108080000000411,1150010900,1150064100,서울특별시 강서구 금낭화로 268(방화동),1103,424,126.80881,37.57576,183111.368,552929.5328,안전
10174,1154500000,330,서울특별시,금천구,1,학교,문성중학교,1154510200200060026009237,1154510200,1154563000,서울특별시 금천구 독산로102길 78(독산동),900,346,126.90802,37.47573,191864.0832,541814.1183,안전
10170,1150000000,419,서울특별시,강서구,1,학교,삼정초등학교,1150010900107980000000161,1150010900,1150064100,서울특별시 강서구 금낭화로 222(방화동),540,207,126.81028,37.5801,183241.7034,553411.6473,안전
10172,1154500000,311,서울특별시,금천구,1,학교,가산중학교,1154510200103000021012060,1154510200,1154561000,서울특별시 금천구 시흥대로115길 48(독산동),900,346,126.89436,37.46838,190654.9764,540999.7457,안전
10171,1154500000,11,서울특별시,금천구,1,학교,문성초등학교,1154510200109820000016819,1154510200,1154563000,서울특별시 금천구 시흥대로 460(독산동),500,192,126.89937,37.47457,191098.7442,541686.0498,안전
10173,1154500000,312,서울특별시,금천구,1,학교,독산초등학교,1154510200110340000010201,1154510200,1154562000,서울특별시 금천구 시흥대로104길 31(독산동),900,346,126.90006,37.46523,191158.6594,540649.7637,안전
10177,1154500000,335,서울특별시,금천구,4,관공서,금천어르신복지센터,1154510200110880001013442,1154510200,1154561000,"서울특별시 금천구 한내로 69-15 (독산동, 주공13단지아파트)",113,43,126.88685,37.45794,189989.1438,539842.0481,안전
10176,1154500000,341,서울특별시,금천구,3,경로당,정심경로당,1154510200101960008016675,1154510200,1154564000,서울특별시 금천구 독산로75길 12-7 (독산동),117,45,126.90157,37.46947,191292.4753,541120.0239,안전
10178,1154500000,337,서울특별시,금천구,4,관공서,독산2동주민센터,1154510200110430051017080,1154510200,1154562000,서울특별시 금천구 독산로 179(독산동),174,66,126.90352,37.46317,191464.6402,540420.6481,안전
10179,1154500000,343,서울특별시,금천구,4,관공서,독산4동주민센터,1154510200110220000017056,1154510200,1154564000,서울특별시 금천구 독산로 232(독산동),181,69,126.90213,37.46758,191342.3805,540910.2638,안전
10175,1154500000,339,서울특별시,금천구,3,경로당,구룡경로당,1154510200109520025006832,1154510200,1154563000,서울특별시 금천구 남부순환로122길 5(독산동),99,38,126.90221,37.47918,191350.0887,542197.7991,안전
10181,1154500000,340,서울특별시,금천구,4,관공서,독산3동주민센터,1154510200109730017000001,1154510200,1154563000,서울특별시 금천구 독산로 317(독산동),206,79,126.90318,37.47514,191435.5937,541749.9136,안전
10180,1154500000,334,서울특별시,금천구,4,관공서,독산1동주민센터,1154510200102890005016138,1154510200,1154561000,서울특별시 금천구 시흥대로123길 11(독산동),303,116,126.89704,37.47023,190892.3828,541204.8281,긴급
10182,1154500000,342,서울특별시,금천구,4,관공서,금천호암노인종합복지관,1154510200109170006007732,1154510200,1154564000,서울특별시 금천구 독산로72길 86-5 (독산동),114,43,126.90644,37.46946,191723.6946,541118.4712,안전
10185,1154500000,360,서울특별시,금천구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",금천구민문화체육센터,1154510200108260007015979,1154510200,1154564000,서울특별시 금천구 독산로54길 188(독산동),500,200,126.90728,37.47027,191797.7626,541208.357,안전
10183,1154500000,336,서울특별시,금천구,6,교회,신일교회,1154510200110600018016576,1154510200,1154562000,서울특별시 금천구 시흥대로90길 25(독산동),250,96,126.89929,37.46178,191090.0458,540266.8067,안전
10184,1154500000,361,서울특별시,금천구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",금나래문화체육센터,1154510200111480000000001,1154510200,1154561000,서울특별시 금천구 시흥대로79길 32(독산동),1567,200,126.896,37.45884,190798.5396,539940.7755,안전
10187,1154500000,314,서울특별시,금천구,1,학교,금동초등학교,1154510300110130000017159,1154510300,1154568000,"서울특별시 금천구 금하로 816(시흥동, 벽산5단지아파트)",900,346,126.91905,37.44791,192836.7909,538725.6025,안전
10186,1154500000,19,서울특별시,금천구,1,학교,금천초등학교,1154510300201120010000185,1154510300,1154571000,서울특별시 금천구 탑골로5가길 9-34 (시흥동),810,311,126.91277,37.45352,192282.2052,539348.8867,안전
10188,1154500000,315,서울특별시,금천구,1,학교,문백초등학교,1154510300105640005004706,1154510300,1154567000,서울특별시 금천구 시흥대로47길 43-1 (시흥동),900,346,126.89927,37.44709,191086.7759,538636.585,안전
10190,1153000000,365,서울특별시,구로구,4,관공서,구로구민회관,1153010200101020000020807,1153010200,1153056000,서울특별시 구로구 가마산로25길 21(구로동),151,58,126.88937,37.49693,190216.6847,544168.7278,긴급
10189,1154500000,317,서울특별시,금천구,1,학교,금산초등학교,1154510300200060018017183,1154510300,1154569000,서울특별시 금천구 시흥대로24길 57(시흥동),500,192,126.90796,37.44153,191854.8908,538018.6143,안전
10191,1153000000,366,서울특별시,구로구,4,관공서,구로3동주민센터,1153010200107770022000002,1153010200,1153054000,서울특별시 구로구 디지털로31길 109(구로동),173,66,126.89033,37.48735,190300.291,543105.3925,긴급
10193,1153000000,369,서울특별시,구로구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",화원종합사회복지관,1153010200104760134026810,1153010200,1153053000,서울특별시 구로구 벚꽃로 484(구로동),220,84,126.88014,37.49735,189400.837,544216.4623,안전
10194,1153000000,362,서울특별시,구로구,1,학교,서울영일초등학교,1153010300100210003015167,1153010300,1153059500,서울특별시 구로구 남부순환로105길 218(가리봉동),641,246,126.88344,37.48469,189690.7366,542811.0326,안전
10195,1153000000,377,서울특별시,구로구,7,기타시설,제이에스호스텔,1153010300101350025016174,1153010300,1153059500,서울특별시 구로구 남부순환로105길 32(가리봉동),55,15,126.89104,37.4795,190362.7452,542234.2701,안전
10192,1153000000,376,서울특별시,구로구,7,기타시설,롯데시티호텔 구로,1153010200101880025022719,1153010200,1153054000,서울특별시 구로구 디지털로 300(구로동),132,20,126.89626,37.48506,190825.01,542851.4666,안전
14036,1174000000,363,서울특별시,강동구,1,학교,강동중학교,1174011000103470003022055,1174011000,1174051500,서울특별시 강동구 풍산로 237(강일동),8896,3421,127.17774,37.56997,215702.4273,552284.3525,안전
14035,1174000000,301,서울특별시,강동구,1,학교,강일초등학교,1174011000106850000000001,1174011000,1174051500,서울특별시 강동구 아리수로98길 24(강일동),13645,5248,127.16842,37.54624,214883.4337,549649.7188,안전
14037,1174000000,368,서울특별시,강동구,1,학교,강일고등학교,1174011000106850001000002,1174011000,1174051500,서울특별시 강동구 아리수로98길 40(강일동),11112,4273,127.17746,37.56424,215678.8818,551648.2832,긴급
14039,1174000000,332,서울특별시,강동구,4,관공서,강일동주민센터,1174011000103040013000001,1174011000,1174051500,서울특별시 강동구 아리수로93길 9-14 (강일동),645,248,127.17821,37.56891,215743.5234,552166.6645,안전
1601,1126000000,461,서울특별시,중랑구,1,학교,장안중학교,1126010300102880026013997,1126010300,1126060000,서울특별시 중랑구 동일로 780(중화동),2190,675,127.08073,37.60053,207128.6159,555664.8117,안전
1598,1126000000,454,서울특별시,중랑구,7,기타시설,신내종합사회복지관,1126010200104810000016707,1126010200,1126058000,"서울특별시 중랑구 봉화산로 153(상봉동, 신내12단지신내아파트)",679,261,127.0912,37.60538,208053.0798,556203.4601,안전
1600,1126000000,12,서울특별시,중랑구,1,학교,중화고등학교,1126010300100210004013489,1126010300,1126060000,서울특별시 중랑구 봉화산로27길 62(중화동),900,272,127.08305,37.60465,207333.8545,556121.8828,안전
1642,1126000000,474,서울특별시,중랑구,4,관공서,신내1동 주민센터,1126010600104480001001116,1126010600,1126068000,서울특별시 중랑구 용마산로129나길 35(신내동),486,187,127.09951,37.60585,208786.4277,556257.089,안전
1604,1126000000,472,서울특별시,중랑구,4,관공서,상봉1동 주민센터,1126010200102040001016997,1126010200,1126058000,서울특별시 중랑구 상봉중앙로1길 6(상봉동),271,104,127.08708,37.59986,207689.5574,555591.0634,안전
1603,1126000000,324,서울특별시,중랑구,6,교회,국일교회,1126010200100860066015573,1126010200,1126059000,서울특별시 중랑구 상봉로25길 27(상봉동),990,380,127.09195,37.59496,208120.7643,555047.4607,안전
14038,1174000000,364,서울특별시,강동구,1,학교,강명중학교,1174011000107370000000001,1174011000,1174051500,서울특별시 강동구 상일로12길 56(상일동),2670,1026,127.17485,37.55556,215449.3838,550684.5622,안전
1643,1126000000,475,서울특별시,중랑구,4,관공서,신내2동 주민센터,1126010600106650000000195,1126010600,1126069000,서울특별시 중랑구 봉화산로 190(신내동),281,108,127.09411,37.60635,208309.8148,556311.5373,안전
1652,1126000000,466,서울특별시,중랑구,1,학교,봉화초등학교,1126010600106550000000174,1126010600,1126069000,서울특별시 중랑구 신내로15길 110(신내동),540,163,127.09217,37.61335,208138.1545,557088.3661,안전
1644,1126000000,479,서울특별시,중랑구,6,교회,꿈의교회,1126010600103820004001777,1126010600,1126068000,서울특별시 중랑구 봉화산로56길 14(신내동),740,280,127.09964,37.60784,208797.9079,556478.1529,안전
1653,1126000000,468,서울특별시,중랑구,4,관공서,중랑구청,1126010600106620000000176,1126010600,1126069000,서울특별시 중랑구 봉화산로 179(신내동),2000,769,127.09261,37.6067,208177.5251,556350.4362,안전
1654,1126000000,318,서울특별시,중랑구,1,학교,면일초등학교,1126010500104380001002505,1126010500,1126066000,서울특별시 중랑구 용마산로100길 13(망우동),693,266,127.09995,37.59178,208827.0709,554695.4305,안전
1655,1126000000,457,서울특별시,중랑구,1,학교,망우초등학교,1126010500101530001004983,1126010500,1126065500,서울특별시 중랑구 망우로72길 49(망우동),705,271,127.10343,37.59833,209134.2314,555422.5757,안전
1651,1126000000,467,서울특별시,중랑구,1,학교,새솔초등학교,1126010600102410000000001,1126010600,1126068000,서울특별시 중랑구 신내역로1길 164(신내동),635,244,127.11138,37.61805,209833.2154,557612.6288,안전
1656,1126000000,464,서울특별시,중랑구,1,학교,봉화중학교,1126010500101220001006653,1126010500,1126065500,서울특별시 중랑구 망우로70길 89(망우동),10944,4209,127.10391,37.59658,209176.8276,555228.6006,안전
1657,1126000000,465,서울특별시,중랑구,1,학교,면북초등학교,1126010500101190000003609,1126010500,1126066000,서울특별시 중랑구 용마공원로5길 32(망우동),130,50,127.1034,37.59427,209131.4584,554971.8873,안전
1659,1126000000,462,서울특별시,중랑구,1,학교,원묵고등학교,1126010400100230000000003,1126010400,1126062000,서울특별시 중랑구 숙선옹주로 82(묵동),714,216,127.08604,37.61542,207596.1634,557317.7483,안전
2752,1126000000,9,서울특별시,중랑구,1,학교,면목고등학교,1126010100200310001018350,1126010100,1126057500,서울특별시 중랑구 용마산로72길 36-14 (면목동),1130,435,127.10076,37.58742,208899.584,554211.1558,안전
2798,1126000000,1,서울특별시,중랑구,1,학교,면동초등학교,1126010100105510000031288,1126010100,1126056500,서울특별시 중랑구 면목로57길 32(면목동),3946,1517,127.08667,37.58527,207655.4754,553971.5328,안전
2753,1126000000,306,서울특별시,중랑구,1,학교,면목중학교,1126010100104900000018158,1126010100,1126057500,서울특별시 중랑구 용마산로70길 37(면목동),646,248,127.09598,37.58288,208478.0722,553706.6432,안전
2910,1126000000,459,서울특별시,중랑구,7,기타시설,서울시립대종합사회복지관,1126010600106600000000088,1126010600,1126069000,"서울특별시 중랑구 신내로 115(신내동, 신내10단지신내아파트)",202,50,127.09447,37.60936,208341.1567,556646.027,안전
2755,1126000000,6,서울특별시,중랑구,1,학교,중화중학교,1126010100100570007018557,1126010100,1126057500,서울특별시 중랑구 용마산로 364(면목동),1814,697,127.09447,37.58452,208343.6976,553889.1568,안전
2756,1126000000,7,서울특별시,중랑구,1,학교,면남초등학교,1126010100105830015018918,1126010100,1126057000,서울특별시 중랑구 면목로30나길 38(면목동),1484,570,127.08825,37.57721,207795.5601,553076.798,안전
2806,1126000000,483,서울특별시,중랑구,7,기타시설,동부장모텔(민간숙박),1126010100104980001027020,1126010100,1126057500,서울특별시 중랑구 면목로53길 7(면목동),2500,80,127.08793,37.58356,207766.6915,553781.8742,안전
2802,1126000000,470,서울특별시,중랑구,4,관공서,면목3.8동 주민센터,1126010100104980006026832,1126010100,1126057500,서울특별시 중랑구 사가정로51길 48(면목동),228,87,127.08818,37.58305,207788.5356,553725.4325,안전
2807,1126000000,322,서울특별시,중랑구,1,학교,상봉중학교,1126010200102820000017433,1126010200,1126058000,서울특별시 중랑구 상봉중앙로8나길 28(상봉동),555,213,127.09029,37.60129,207973.0493,555750.3385,안전
2800,1126000000,326,서울특별시,중랑구,4,관공서,중랑문화체육관,1126010100105190001000001,1126010100,1126057000,서울특별시 중랑구 사가정로72길 47(면목동),950,250,127.09567,37.57938,208450.9752,553318.8021,안전
2799,1126000000,445,서울특별시,중랑구,1,학교,면목초등학교,1126010100102200003031365,1126010100,1126056500,서울특별시 중랑구 면목로 434(면목동),627,240,127.08749,37.59074,207726.5912,554578.389,안전
2804,1126000000,329,서울특별시,중랑구,7,기타시설,시립중랑청소년센터,1126010100113820010025330,1126010100,1126054000,서울특별시 중랑구 용마산로 217(면목동),330,126,127.08591,37.57324,207588.9577,552635.9374,안전
2846,1126000000,447,서울특별시,중랑구,1,학교,원묵초등학교,1126010400100110000008429,1126010400,1126062000,서울특별시 중랑구 숙선옹주로 109(묵동),2904,880,127.08611,37.61766,207602.2872,557566.0326,안전
2801,1126000000,469,서울특별시,중랑구,4,관공서,면목본동 주민센터,1126010100101150018029775,1126010100,1126056500,서울특별시 중랑구 면목로 397(면목동),2567,987,127.0875,37.58749,207727.9256,554218.166,안전
2844,1126000000,18,서울특별시,중랑구,1,학교,신묵초등학교,1126010400102460012006868,1126010400,1126063000,서울특별시 중랑구 동일로149길 46(묵동),675,260,127.07555,37.60717,206671.1395,556401.4063,안전
2843,1126000000,13,서울특별시,중랑구,6,교회,수산교회,1126010300103160030011506,1126010300,1126061000,서울특별시 중랑구 중랑역로 35-1 (중화동),270,100,127.07581,37.59758,206695.1097,555336.6898,안전
1660,1126000000,485,서울특별시,중랑구,7,기타시설,힐파크모텔(민간숙박시설),1126010400101880005009897,1126010400,1126062000,서울특별시 중랑구 동일로 850(묵동),2500,10,127.07891,37.60631,206967.3095,556306.681,안전
1599,1126000000,484,서울특별시,중랑구,7,기타시설,라코지스테이서울(민간숙박시설),1126010200101280040016365,1126010200,1126059000,서울특별시 중랑구 망우로 232(상봉동),2500,136,127.07843,37.59434,206926.2107,554977.2455,안전
2805,1126000000,452,서울특별시,중랑구,7,기타시설,시립중랑노인종합복지관,1126010100101780008027314,1126010100,1126052000,서울특별시 중랑구 겸재로9길 45(면목동),2531,1500,127.0779,37.58844,206880.2595,554322.9057,안전
2803,1126000000,471,서울특별시,중랑구,4,관공서,면목5동 주민센터,1126010100101750018000001,1126010100,1126055000,서울특별시 중랑구 동일로 619(면목동),147,56,127.07948,37.58583,207020.1789,554033.5175,안전
2909,1126000000,450,서울특별시,중랑구,7,기타시설,신내노인요양원,1126010600106420000001874,1126010600,1126068000,서울특별시 중랑구 신내로 194(신내동),475,182,127.09495,37.61621,208383.0688,557406.0309,긴급
2754,1126000000,2,서울특별시,중랑구,1,학교,중랑초등학교,1126010100101920001027209,1126010100,1126052000,서울특별시 중랑구 봉우재로6길 26(면목동),3498,1060,127.07579,37.58918,206693.3359,554404.8667,안전
1605,1126000000,460,서울특별시,중랑구,1,학교,신현고등학교,1126010200104820000000080,1126010200,1126058000,서울특별시 중랑구 봉화산로 174(상봉동),650,250,127.09265,37.60499,208181.3251,556161.1823,긴급
1649,1126000000,23,서울특별시,중랑구,1,학교,중화초등학교,1126010600105310000000071,1126010600,1126069000,서울특별시 중랑구 신내로7가길 22(신내동),560,100,127.09465,37.603,208357.5838,555940.5097,긴급
2908,1126000000,449,서울특별시,중랑구,7,기타시설,유린원광종합사회복지관,1126010600105720002001490,1126010600,1126068000,서울특별시 중랑구 신내로 56(신내동),569,218,127.09596,37.60435,208473.0179,556090.4078,긴급
1645,1126000000,446,서울특별시,중랑구,7,기타시설,원광장애인복지관,1126010600105720002001492,1126010600,1126068000,서울특별시 중랑구 신내로 56(신내동),286,110,127.09605,37.6041,208481.3543,556062.9276,긴급
1648,1126000000,473,서울특별시,중랑구,4,관공서,망우본동 주민센터,1126010500103400017006416,1126010500,1126065500,서울특별시 중랑구 망우로67길 10(망우동),489,140,127.10138,37.60066,208952.8786,555680.6784,긴급
2845,1126000000,448,서울특별시,중랑구,1,학교,묵현초등학교,1126010400102420055032236,1126010400,1126063000,서울특별시 중랑구 동일로157길 75(묵동),12938,3920,127.07365,37.60898,206503.2366,556602.5651,긴급
2911,1126000000,478,서울특별시,중랑구,7,기타시설,신내경로복지센터,1126010600104920016000726,1126010600,1126068000,서울특별시 중랑구 망우로65길 20(신내동),156,60,127.09976,37.60124,208809.2475,555744.8339,긴급
1650,1126000000,444,서울특별시,중랑구,1,학교,신현초등학교,1126010600106630000000189,1126010600,1126069000,서울특별시 중랑구 봉화산로 188(신내동),270,103,127.09359,37.60567,208263.584,556236.6699,긴급
2912,1126000000,486,서울특별시,중랑구,7,기타시설,동궁장(민간숙박시설),1126010600104950038000450,1126010600,1126068000,서울특별시 중랑구 송림길 8(신내동),2500,20,127.09563,37.59965,208444.898,555568.4384,긴급
1602,1126000000,477,서울특별시,중랑구,4,관공서,상봉2동 복합청사,1126010200101260000014555,1126010200,1126059000,서울특별시 중랑구 동일로114길 10(상봉동),164,50,127.08098,37.59312,207151.5333,554842.4952,긴급
1658,1126000000,476,서울특별시,중랑구,1,학교,동원중학교,1126010500100850003006033,1126010500,1126065500,서울특별시 중랑구 양원역로 32(망우동),509,195,127.1086,37.6036,209589.4879,556007.7605,긴급
1610,1126000000,328,서울특별시,중랑구,1,학교,중목초등학교,1126010100101800005027916,1126010100,1126052000,서울특별시 중랑구 동일로 665(면목동),577,300,127.07934,37.59005,207007.1396,554500.9414,긴급
1609,1126000000,323,서울특별시,중랑구,1,학교,용마중학교,1126010100103780002025183,1126010100,1126054000,서울특별시 중랑구 면목로28길 18(면목동),10469,4026,127.08595,37.57422,207592.5442,552745.1002,긴급
2797,1126000000,327,서울특별시,중랑구,1,학교,중곡초등학교,1126010100103800000023789,1126010100,1126054000,서울특별시 중랑구 면목로23길 20(면목동),786,302,127.08376,37.57426,207399.0632,552749.7801,긴급
6349,1114000000,43,서울특별시,중구,3,경로당,신당경로당,1114016200103040738023346,1114016200,1114061500,서울특별시 중구 다산로29길 10(신당동),144,55,127.01355,37.5611,201197.3,551285.6072,안전
6354,1114000000,52,서울특별시,중구,6,교회,충무교회,1114012300100040001020093,1114012300,1114055000,서울특별시 중구 퇴계로16길 20(회현동3가),598,230,126.98442,37.56001,198623.5727,551164.882,안전
6359,1114000000,5,서울특별시,중구,1,학교,충무초등학교,1114014400101730007016500,1114014400,1114058000,서울특별시 중구 퇴계로50길 13(장충동2가),312,120,127.00184,37.56204,200162.1688,551390.06,안전
6361,1114000000,40,서울특별시,중구,3,경로당,공원장충경로당,1114014400101970000023426,1114014400,1114058000,서울특별시 중구 동호로 257-10 (장충동2가),170,65,127.00392,37.55843,200346.5474,550989.5127,안전
6356,1114000000,37,서울특별시,중구,3,경로당,명동경로당,1114012900100180005020217,1114012900,1114055000,서울특별시 중구 퇴계로20길 25-26 (남산동2가),283,109,126.98635,37.559,198794.2285,551052.9994,안전
6355,1114000000,3,서울특별시,중구,1,학교,남산초등학교,1114012900100020000019991,1114012900,1114055000,서울특별시 중구 퇴계로22길 17(남산동2가),245,94,126.98641,37.55986,198799.5833,551147.8935,안전
6360,1114000000,39,서울특별시,중구,3,경로당,장충경로당,1114014400101930114017352,1114014400,1114058000,서울특별시 중구 동호로25길 38(장충동2가),77,30,127.00156,37.55938,200137.8017,551094.2871,안전
6362,1114000000,72,서울특별시,중구,3,경로당,광희경로당,1114014500102520000023496,1114014500,1114059000,서울특별시 중구 퇴계로 303-9 (광희동1가),254,98,127.00502,37.56446,200443.8107,551658.5497,안전
6358,1114000000,38,서울특별시,중구,3,경로당,필동경로당,1114013800100190022018633,1114013800,1114057000,서울특별시 중구 필동로 11(필동2가),212,82,126.99625,37.56053,199668.5081,551222.555,안전
6357,1114000000,4,서울특별시,중구,1,학교,덕수중학교,1114013400100030000016278,1114013400,1114059000,서울특별시 중구 마른내로9길 10(인현동2가),756,290,126.99741,37.56546,199770.8822,551769.3539,안전
6368,1114000000,9,서울특별시,중구,1,학교,장충초등학교,1114016200103860086007812,1114016200,1114062500,서울특별시 중구 청구로17길 40(신당동),567,218,127.01111,37.55947,200981.1535,551104.1953,안전
6363,1114000000,6,서울특별시,중구,2,마을회관,구민회관,1114014800100180014013852,1114014800,1114059000,서울특별시 중구 을지로39길 40(을지로6가),1102,424,127.00601,37.56863,200531.2638,552120.8976,안전
6371,1114000000,53,서울특별시,중구,1,학교,성동고등학교,1114016200101610000004880,1114016200,1114065000,서울특별시 중구 퇴계로90길 17(신당동),877,337,127.0229,37.56416,202023.0232,551625.6077,안전
6367,1114000000,8,서울특별시,중구,1,학교,한양공업고등학교,1114016200102240002000204,1114016200,1114061500,서울특별시 중구 을지로 299(신당동),8617,3314,127.01147,37.5656,201013.0807,551784.6734,안전
6369,1114000000,56,서울특별시,중구,1,학교,성동글로벌경영고등학교,1114016200102500034009747,1114016200,1114061500,서울특별시 중구 퇴계로 375(신당동),554,213,127.013,37.56583,201148.1013,551810.0429,안전
6386,1114000000,36,서울특별시,중구,3,경로당,회현경로당,1114012100101470019021495,1114012100,1114054000,서울특별시 중구 퇴계로12길 89(회현동1가),103,40,126.98195,37.55585,198405.2984,550702.6832,안전
6387,1114000000,16,서울특별시,중구,7,기타시설,회현어린이집,1114012100101000034021667,1114012100,1114054000,서울특별시 중구 퇴계로12가길 23(회현동1가),650,250,126.98087,37.55594,198309.3324,550713.3504,안전
6388,1114000000,57,서울특별시,중구,7,기타시설,회현체육센터,1114012100101150000000001,1114012100,1114054000,서울특별시 중구 퇴계로12길 78(회현동1가),701,270,126.98163,37.55609,198376.9032,550730.0717,안전
6390,1114000000,28,서울특별시,중구,6,교회,약수교회,1114016200103720087007222,1114016200,1114063500,서울특별시 중구 다산로8길 32(신당동),643,247,127.01117,37.55238,200987.3161,550317.3914,안전
6395,1114000000,48,서울특별시,중구,7,기타시설,약수노인복지관,1114016200103660018007234,1114016200,1114063500,서울특별시 중구 다산로6길 11(신당동),659,253,127.00928,37.55254,200820.0773,550335.3,안전
6392,1114000000,11,서울특별시,중구,7,기타시설,신일교회,1114016200103690124000152,1114016200,1114064500,서울특별시 중구 동호로10길 27(신당동),500,192,127.01185,37.55543,201046.9729,550655.6259,안전
6397,1114000000,30,서울특별시,중구,4,관공서,황학동주민센터,1114016500110100000002031,1114016500,1114067000,서울특별시 중구 난계로11길 52(황학동),402,155,127.02151,37.56744,201900.5438,551989.0121,안전
6393,1114000000,45,서울특별시,중구,7,기타시설,청구동문화마당,1114016200103330260006814,1114016200,1114064500,서울특별시 중구 다산로24가길 23(신당동),537,207,127.01595,37.55636,201409.2598,550759.056,안전
6394,1114000000,46,서울특별시,중구,7,기타시설,유락종합사회복지관,1114016200101600002005944,1114016200,1114065000,서울특별시 중구 퇴계로 460(신당동),178,68,127.02281,37.5651,202015.4388,551729.4542,안전
6391,1114000000,13,서울특별시,중구,6,교회,문화교회,1114016200100490003003477,1114016200,1114066500,서울특별시 중구 퇴계로86길 96(신당동),126,48,127.01816,37.56163,201604.1654,551344.8902,안전
6389,1114000000,32,서울특별시,중구,4,관공서,동화동주민센터,1114016200108380001023190,1114016200,1114066500,서울특별시 중구 다산로36길 100(신당동),391,150,127.01827,37.56016,201613.787,551181.6207,안전
6385,1114000000,35,서울특별시,중구,4,관공서,소공동주민센터,1114011300100200005022633,1114011300,1114052000,서울특별시 중구 남대문로1길 31-5 (북창동),135,52,126.97703,37.56242,197970.5711,551432.6817,긴급
6399,1114000000,61,서울특별시,중구,1,학교,창덕여자중학교,1114016700100270003022930,1114016700,1114052000,서울특별시 중구 정동길 22(정동),470,181,126.96958,37.56674,197312.2414,551912.4068,안전
6281,1111000000,16,서울특별시,종로구,1,학교,대신고등학교,1111018100101710010020841,1111018100,1111058000,서울특별시 종로구 사직로 9(행촌동),1976,760,126.96172,37.57334,196618.1225,552644.9896,안전
6282,1111000000,347,서울특별시,종로구,4,관공서,교남동주민센터,1111018100101800010031895,1111018100,1111058000,서울특별시 종로구 송월길 154(행촌동),313,120,126.96195,37.57191,196638.339,552486.2047,안전
6400,1114000000,31,서울특별시,중구,7,기타시설,중림종합복지센터,1114017100101550001000001,1114017100,1114068000,서울특별시 중구 서소문로6길 16(중림동),198,76,126.96615,37.55947,197009.5268,551105.3173,안전
6285,1111000000,378,서울특별시,종로구,4,관공서,종로구웰니스센터,1111014900101810005000001,1111014900,1111060000,서울특별시 종로구 율곡로 89(원서동),500,60,126.989,37.57786,199028.1163,553145.546,안전
6283,1111000000,14,서울특별시,종로구,1,학교,서울예술고등학교,1111018300102170000023388,1111018300,1111056000,서울특별시 종로구 평창문화로 70(평창동),489,188,126.96867,37.60547,197233.0843,556210.1508,안전
6398,1114000000,17,서울특별시,중구,1,학교,덕수초등학교,1114016700100010006022849,1114016700,1114052000,서울특별시 중구 덕수궁길 140(정동),897,345,126.97485,37.56899,197778.2775,552161.0405,안전
6298,1111000000,22,서울특별시,종로구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",올림픽기념국민생활관,1111017000100020041008284,1111016900,1111065000,서울특별시 종로구 성균관로 91(혜화동),1152,443,126.9988,37.59034,199894.028,554530.6355,안전
6299,1111000000,360,서울특별시,종로구,1,학교,서울과학고,1111017000100020037008030,1111017000,1111065000,서울특별시 종로구 혜화로 63(명륜1가),1166,448,126.99839,37.59183,199857.6329,554695.7041,안전
6305,1111000000,338,서울특별시,종로구,4,관공서,창신3동주민센터,1111017400100230816032084,1111017400,1111069000,"서울특별시 종로구 지봉로 87(창신동, 창신이수아파트)",118,45,127.01473,37.57803,201301.1794,553164.1894,안전
6301,1111000000,23,서울특별시,종로구,1,학교,창신초등학교,1111017400101280032006350,1111017400,1111067000,서울특별시 종로구 지봉로 73(창신동),660,253,127.01435,37.57602,201267.8067,552941.3993,안전
6302,1111000000,322,서울특별시,종로구,1,학교,서일국제경영고등학교,1111017400100130080002997,1111017400,1111069000,서울특별시 종로구 지봉로17길 49(창신동),504,193,127.01287,37.57947,201136.5156,553323.982,안전
6304,1111000000,350,서울특별시,종로구,4,관공서,창신1동주민센터,1111017400104010003005307,1111017400,1111067000,서울특별시 종로구 지봉로 8-6 (창신동),198,76,127.01623,37.57077,201433.7991,552358.8392,안전
6286,1111000000,374,서울특별시,종로구,13,"연수,숙박",메이플레이스 호텔,1111015900100250002016052,1111015900,1111061500,서울특별시 종로구 율곡로 179(원남동),9900,120,126.99875,37.5761,199889.5231,552950.675,안전
