R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,XCORD,YCORD,XX,YY,CD_GUBUN
3751,1156000000,416,서울특별시,영등포구,1,학교,양화중학교,1156012100100480000037220,1156012100,1156060500,서울특별시 영등포구 당산로 56(문래동3가),725,279,126.89605,37.51977,190810.6356,546703.32,긴급
3800,1159000000,11,서울특별시,동작구,1,학교,서울신상도초등학교,1159010200102040333026309,1159010200,1159054000,서울특별시 동작구 장승배기로 14(상도동),530,203,126.94406,37.50028,195053.8134,544536.2178,안전
3798,1156000000,461,서울특별시,영등포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",푸드뱅크마켓3호점,1156013200147290000009413,1156013200,1156068000,서울특별시 영등포구 신길로8길 7(신길동),62,24,126.90933,37.49573,191982.1121,544034.2814,안전
3763,1156000000,445,서울특별시,영등포구,3,경로당,구립문래제1경로당,1156012100100730001000001,1156012100,1156060500,서울특별시 영등포구 문래로20길 7(문래동3가),201,77,126.8942,37.51846,190646.4768,546558.4688,안전
3799,1156000000,421,서울특별시,영등포구,1,학교,서울영문초등학교,1156012400100130000037490,1156012400,1156060500,서울특별시 영등포구 문래로 56(문래동6가),720,277,126.88754,37.5196,190058.5474,546685.1817,긴급
3750,1156000000,407,서울특별시,영등포구,1,학교,서울문래초등학교,1156012100100770007024783,1156012100,1156060500,서울특별시 영등포구 문래로 104(문래동3가),225,87,126.8932,37.51822,190558.7283,546531.4582,안전
3805,1156000000,411,서울특별시,영등포구,1,학교,서울우신초등학교,1156013200102100000012811,1156013200,1156066000,서울특별시 영등포구 신길로 190(신길동),633,243,126.91142,37.50957,192168.1928,545570.1385,안전
3801,1159000000,13,서울특별시,동작구,1,학교,서울상도초등학교,1159010200102380002020971,1159010200,1159056000,서울특별시 동작구 성대로21길 62(상도동),680,261,126.93723,37.49971,194449.5423,544473.7946,안전
3806,1156000000,427,서울특별시,영등포구,1,학교,장훈고등학교,1156013200101880117015479,1156013200,1156051500,서울특별시 영등포구 영등포로64길 26(신길동),804,309,126.91474,37.5136,192461.9697,546017.174,긴급
3762,1156000000,406,서울특별시,영등포구,1,학교,문래중학교,1156012400100440000022320,1156012400,1156060500,서울특별시 영등포구 선유서로13길 6(문래동6가),775,298,126.88425,37.52051,189767.3013,546786.7834,긴급
3749,1156000000,409,서울특별시,영등포구,1,학교,서울영등포초등학교,1156011900100350002024261,1156011900,1156060500,서울특별시 영등포구 경인로 756(문래동1가),710,273,126.89816,37.51294,190996.3533,545944.9988,안전
3802,1159000000,49,서울특별시,동작구,1,학교,국사봉중학교,1159010200102140437021332,1159010200,1159056000,서울특별시 동작구 양녕로20길 20(상도동),907,348,126.94502,37.49371,195138.1593,543807.6259,안전
3764,1156000000,433,서울특별시,영등포구,6,교회,문래동성결교회,1156012200100270015022622,1156012200,1156060500,서울특별시 영등포구 도림로141다길 30(문래동4가),332,128,126.88942,37.51562,190224.1386,546243.7498,긴급
3803,1159000000,87,서울특별시,동작구,1,학교,숭실대학교,1159010200105110000033836,1159010200,1159053000,서울특별시 동작구 상도로 369(상도동),851,327,126.95828,37.49724,196310.7901,544198.9553,안전
3804,1159000000,10,서울특별시,동작구,1,학교,서울강남초등학교,1159010200100070168033947,1159010300,1159053000,서울특별시 동작구 강남초등길 15(상도1동),198,76,126.95368,37.50599,195904.1107,545170.5146,안전
3810,1156000000,423,서울특별시,영등포구,1,학교,서울영신초등학교,1156013200101170002018135,1156013200,1156063000,서울특별시 영등포구 도신로60길 23(신길동),390,150,126.91799,37.51003,192748.7747,545620.7929,안전
3808,1156000000,422,서울특별시,영등포구,1,학교,영신고등학교,1156013200146560002009270,1156013200,1156068000,서울특별시 영등포구 대방천로14길 18(신길동),895,344,126.90975,37.49767,192019.0736,544249.3244,안전
3811,1156000000,450,서울특별시,영등포구,3,경로당,구립율산경로당,1156013200100090102000001,1156013200,1156063000,서울특별시 영등포구 여의대방로61길 36-5 (신길동),198,76,126.92263,37.51573,193159.6347,546252.8044,안전
3809,1156000000,404,서울특별시,영등포구,1,학교,서울대영초등학교,1156013200103410001011766,1156013200,1156067000,서울특별시 영등포구 신길로23길 43(신길동),180,69,126.90603,37.50235,191690.5113,544769.2835,안전
3807,1156000000,419,서울특별시,영등포구,1,학교,영등포여자고등학교,1156013200101840003000001,1156013200,1156051500,서울특별시 영등포구 영등포로62길 13(신길동),923,355,126.91557,37.51539,192535.3234,546215.6311,안전
3821,1159000000,54,서울특별시,동작구,1,학교,동작고등학교,1159010700102360007006121,1159010700,1159065100,서울특별시 동작구 솔밭로 51(사당동),3240,1246,126.96524,37.48224,196925.477,542533.1556,안전
3814,1156000000,414,서울특별시,영등포구,1,학교,서울신대림초등학교,1156013300109680000005275,1156013300,1156070000,서울특별시 영등포구 대림로8길 25(대림동),663,255,126.9056,37.49208,191651.862,543628.8073,안전
3820,1159000000,12,서울특별시,동작구,1,학교,강현중학교,1159010200103350005026047,1159010200,1159055000,서울특별시 동작구 상도로13라길 22(상도동),680,261,126.9311,37.50308,193907.8089,544847.6819,안전
3817,1156000000,456,서울특별시,영등포구,3,경로당,구립다사랑경로당,1156013300107030006002395,1156013300,1156071000,서울특별시 영등포구 대림로23가길 5(대림동),192,74,126.89948,37.49273,191110.2359,543702.25,긴급
3819,1156000000,460,서울특별시,영등포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",대림정보문화도서관,1156013300106080002000001,1156013300,1156072000,서울특별시 영등포구 도신로 27(대림동),216,83,126.89605,37.50431,190809.0182,544987.9175,안전
3813,1156000000,408,서울특별시,영등포구,1,학교,서울도신초등학교,1156013300107410003001128,1156013300,1156072000,서울특별시 영등포구 도림로53길 32-9 (대림동),360,138,126.90119,37.49872,191262.5703,544366.4387,긴급
3822,1159000000,59,서울특별시,동작구,1,학교,서울남성초등학교,1159010700103240018007885,1159010700,1159064000,서울특별시 동작구 사당로23길 57-14 (사당동),804,309,126.97581,37.48461,197860.4196,542796.3266,안전
3816,1156000000,457,서울특별시,영등포구,3,경로당,동심경로당,1156013300107420000000716,1156013300,1156072000,서울특별시 영등포구 대림로35길 7(대림동),132,50,126.8973,37.49864,190918.2709,544358.6153,긴급
3815,1156000000,455,서울특별시,영등포구,3,경로당,구립대림1경로당,1156013300108990002005798,1156013300,1156070000,서울특별시 영등포구 디지털로 441(대림동),60,23,126.90602,37.49543,191689.4136,544001.1791,긴급
3818,1156000000,437,서울특별시,영등포구,6,교회,수정성결교회,1156013300106650011000694,1156013300,1156072000,서울특별시 영등포구 가마산로 357(대림동),300,115,126.89814,37.50073,190992.8548,544589.8583,안전
3812,1156000000,452,서울특별시,영등포구,3,경로당,구립신길5동제2경로당,1156013200103410003011755,1156013200,1156067000,서울특별시 영등포구 도림로80길 6(신길동),168,65,126.90548,37.50174,191642.4065,544701.3787,안전
3823,1159000000,90,서울특별시,동작구,1,학교,사당중학교,1159010700102090016008599,1159010700,1159064000,서울특별시 동작구 사당로9가길 58(사당동),1131,435,126.9689,37.48781,197249.046,543151.978,안전
3825,1159000000,80,서울특별시,동작구,1,학교,서울삼일초등학교,1159010700200180036000001,1159010700,1159064000,서울특별시 동작구 사당로23나길 27(사당동),630,242,126.9752,37.48828,197806.9293,543204.1537,안전
3826,1159000000,100,서울특별시,동작구,13,"연수,숙박",코자자모텔,1159010700101470050011895,1159010700,1159062000,서울특별시 동작구 사당로30길 5(사당동),11,20,126.98112,37.48475,198330.395,542811.4254,긴급
3824,1159000000,88,서울특별시,동작구,1,학교,서울동작초등학교,1159010700200090001013549,1159010700,1159063000,서울특별시 동작구 동작대로29길 214(사당동),922,354,126.97651,37.4941,197922.677,543850.1243,안전
3827,1159000000,96,서울특별시,동작구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",사당종합체육관,1159010700200210009000001,1159010700,1159064000,서울특별시 동작구 사당로27길 232(사당동),2495,959,126.96954,37.49267,197306.0986,543690.5986,안전
3829,1156000000,471,서울특별시,영등포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",영등포구제1스포츠센터,1156013200104260003037146,1156013200,1156067000,서울특별시 영등포구 신풍로 1(신길동),651,250,126.90674,37.50062,191753.58,544576.8533,안전
3828,1159000000,45,서울특별시,동작구,1,학교,영등포고등학교,1159010800100130002005389,1159010800,1159066000,서울특별시 동작구 등용로8길 5(대방동),13074,5028,126.93367,37.50825,194135.046,545422.155,안전
3775,1156000000,477,서울특별시,영등포구,4,관공서,양평2동주민센터,1156012800100960000000001,1156012800,1156062000,서울특별시 영등포구 선유로47길 30(양평동4가),570,219,126.894,37.53646,190631.3218,548555.7792,안전
3779,1156000000,446,서울특별시,영등포구,3,경로당,구립양평1동경로당,1156012500102050000021377,1156012500,1156061000,서울특별시 영등포구 선유로23길 18(양평동1가),76,29,126.88829,37.52326,190124.8457,547091.5761,안전
3780,1156000000,398,서울특별시,영등포구,1,학교,관악고등학교,1156012600100230002022006,1156012600,1156061000,서울특별시 영등포구 영등포로6길 26(양평동2가),2154,828,126.88323,37.52172,189677.3107,546920.9511,긴급
3781,1156000000,475,서울특별시,영등포구,13,"연수,숙박",브릿지호텔,1156012600100400005021553,1156012600,1156061000,"서울특별시 영등포구 영등포로 9(양평동2가, 마루관광호텔)",2519,240,126.88261,37.52375,189623.2046,547146.8795,안전
3776,1156000000,448,서울특별시,영등포구,3,경로당,구립양화경로당,1156013000100680000020219,1156013000,1156062000,서울특별시 영등포구 양평로28마길 18-1 (양평동6가),148,56,126.89,37.54286,190278.5901,549267.2177,안전
3782,1156000000,413,서울특별시,영등포구,1,학교,선유중학교,1156012700100820000020316,1156012700,1156062000,서울특별시 영등포구 선유로 213(양평동3가),540,208,126.89459,37.53301,190683.0355,548173.4422,긴급
3783,1156000000,401,서울특별시,영등포구,1,학교,서울당중초등학교,1156012700100420000020818,1156012700,1156061000,서울특별시 영등포구 선유로 131(양평동3가),558,215,126.88999,37.52657,190275.5604,547458.4226,안전
3777,1156000000,405,서울특별시,영등포구,1,학교,서울도림초등학교,1156013200102990001000001,1156013200,1156065000,서울특별시 영등포구 가마산로65길 22(신길동),800,308,126.90678,37.50819,191757.9221,545417.289,안전
3778,1156000000,403,서울특별시,영등포구,1,학교,서울대방초등학교,1156013200114440000007456,1156013200,1156069000,서울특별시 영등포구 여의대방로35길 14(신길동),660,254,126.91894,37.5023,192832.6374,544762.3702,긴급
3784,1156000000,434,서울특별시,영등포구,6,교회,영은교회,1156012700100080002022132,1156012700,1156061000,서울특별시 영등포구 양산로 61(양평동3가),732,282,126.88999,37.52534,190275.9886,547322.6797,긴급
3787,1156000000,412,서울특별시,영등포구,1,학교,선유고등학교,1156012800100100000000001,1156012800,1156062000,서울특별시 영등포구 선유로 227(양평동4가),730,281,126.89482,37.53386,190703.265,548267.9434,긴급
3785,1156000000,459,서울특별시,영등포구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",선유정보문화도서관,1156012700100880001000001,1156012700,1156062000,서울특별시 영등포구 선유로43가길 10-8 (양평동3가),137,53,126.89299,37.53333,190541.5995,548208.6596,긴급
3788,1156000000,428,서울특별시,영등포구,1,학교,한강미디어고등학교,1156012800103150001019412,1156012800,1156062000,서울특별시 영등포구 선유로55길 22(양평동4가),721,277,126.89726,37.53917,190919.6475,548856.3452,긴급
3786,1156000000,400,서울특별시,영등포구,1,학교,당산초등학교,1156012800103230000020554,1156012800,1156062000,서울특별시 영등포구 선유로55길 32(양평동4가),369,142,126.89677,37.5397,190876.6853,548914.975,긴급
3790,1156000000,454,서울특별시,영등포구,3,경로당,구립신길7동경로당,1156013200108970003037167,1156013200,1156069000,서울특별시 영등포구 여의대방로43길 10(신길동),221,85,126.92134,37.5064,193044.6857,545216.8894,안전
3793,1156000000,451,서울특별시,영등포구,3,경로당,구립신길4동경로당,1156013200102090119012217,1156013200,1156066000,서울특별시 영등포구 신길로42길 13-1 (신길동),63,24,126.91234,37.50777,192249.5926,545370.234,안전
3791,1156000000,453,서울특별시,영등포구,3,경로당,구립신길6동경로당,1156013200137410037009018,1156013200,1156068000,서울특별시 영등포구 대방천로 193(신길동),96,37,126.91246,37.49919,192259.4436,544417.365,안전
3794,1156000000,469,서울특별시,영등포구,4,관공서,신길4동주민센터,1156013200102090102011962,1156013200,1156066000,서울특별시 영등포구 신길로42길 1(신길동),184,71,126.9113,37.50845,192157.5577,545445.6462,안전
3789,1156000000,447,서울특별시,영등포구,3,경로당,구립양평4가경로당,1156012800102380001000001,1156012800,1156062000,서울특별시 영등포구 양평로20길 14-1 (양평동4가),387,149,126.89622,37.53823,190827.7567,548752.113,안전
3792,1156000000,449,서울특별시,영등포구,3,경로당,구립창신경로당,1156013200100890197018146,1156013200,1156063000,서울특별시 영등포구 여의대방로53나길 43(신길동),294,113,126.92068,37.50997,192986.9113,545614.0549,안전
3898,1165000000,349,서울특별시,서초구,1,학교,방배초등학교,1165010100108610001024669,1165010100,1165062100,서울특별시 서초구 방배중앙로13길 26(방배동),726,279,126.98718,37.48746,198866.1052,543112.5211,안전
3795,1156000000,435,서울특별시,영등포구,6,교회,성락교회,1156013200103550184014764,1156013200,1156065000,서울특별시 영등포구 도림로 311(신길동),3722,1432,126.90186,37.50516,191322.2129,545081.5559,안전
3796,1156000000,436,서울특별시,영등포구,6,교회,대림감리교회,1156013200147900000037713,1156013200,1156068000,서울특별시 영등포구 여의대방로 17(신길동),1100,423,126.90977,37.49408,192020.4049,543850.4122,안전
3899,1165000000,408,서울특별시,서초구,1,학교,상문고등학교,1165010100110020023022173,1165010100,1165053000,서울특별시 서초구 명달로 45(방배동),2100,807,127.00483,37.47946,200427.5656,542224.9118,안전
3797,1156000000,439,서울특별시,영등포구,6,교회,신길교회,1156013200100630003016774,1156013200,1156063000,서울특별시 영등포구 영등포로67가길 9(신길동),631,243,126.91954,37.5151,192886.6473,546183.6618,긴급
3901,1165000000,453,서울특별시,서초구,1,학교,서문여자중학교,1165010100115140000009314,1165010100,1165062100,서울특별시 서초구 동광로12길 84(방배동),5700,2192,126.98457,37.48882,198635.3442,543262.9629,긴급
3903,1165000000,424,서울특별시,서초구,3,경로당,기령당경로당,1165010100107780016015985,1165010100,1165059000,서울특별시 서초구 방배중앙로 159-6 (방배동),66,25,126.98596,37.49332,198758.4254,543763.3446,긴급
3904,1165000000,396,서울특별시,서초구,3,경로당,구립 방배3동 제1경로당,1165010100105370050010887,1165010100,1165062000,서울특별시 서초구 효령로14다길 21(방배동),60,20,126.99162,37.47823,199258.4161,542087.6212,안전
3900,1165000000,399,서울특별시,서초구,1,학교,서울전자고등학교,1165010100127270000013713,1165010100,1165061000,서울특별시 서초구 과천대로 852-23 (방배동),270,103,126.98825,37.46981,198960.8749,541154.1096,안전
3902,1165000000,467,서울특별시,서초구,1,학교,서문여자고등학교,1165010100115140000010278,1165010100,1165062100,서울특별시 서초구 동광로12길 84(방배동),1023,393,126.9855,37.48934,198717.5109,543321.3766,긴급
3909,1165000000,402,서울특별시,서초구,3,경로당,구립방배4동경로당,1165010100108210001010036,1165010100,1165062100,서울특별시 서초구 방배중앙로19길 4(방배동),146,56,126.9869,37.48987,198841.556,543380.0594,긴급
3905,1165000000,401,서울특별시,서초구,3,경로당,방배1동제1경로당,1165010100101440018014342,1165010100,1165060000,서울특별시 서초구 서초대로 114-8 (방배동),131,50,126.9947,37.48755,199531.2903,543121.9964,안전
3910,1165000000,389,서울특별시,서초구,4,관공서,방배1동주민센터,1165010100109220018015457,1165010100,1165060000,서울특별시 서초구 효령로29길 43(방배동),598,230,126.99449,37.48335,199512.9666,542656.3259,긴급
3907,1162000000,371,서울특별시,관악구,1,학교,난향초등학교,1162010200106720000009490,1162010200,1162071500,서울특별시 관악구 난향길 9(신림동),168,64,126.91789,37.4621,192735.8129,540301.1349,안전
3913,1165000000,472,서울특별시,서초구,4,관공서,방배본동주민센터,1165010100107740009016396,1165010100,1165059000,서울특별시 서초구 동광로19길 38(방배동),324,127,126.99,37.49,199115.6277,543394.3053,긴급
3911,1165000000,390,서울특별시,서초구,4,관공서,방배2동주민센터,1165010100104620013013079,1165010100,1165061000,서울특별시 서초구 청두곶길 36(방배동),898,345,126.98558,37.47979,198724.9357,542261.4842,안전
3912,1165000000,393,서울특별시,서초구,4,관공서,방배3동주민센터,1165010100109830014011482,1165010100,1165062000,서울특별시 서초구 방배로10길 10-20 (방배동),677,260,126.99946,37.4803,199952.5871,542317.5893,안전
3906,1162000000,396,서울특별시,관악구,1,학교,삼성고등학교,1162010200108140000007270,1162010200,1162073500,서울특별시 관악구 신림로 41(신림동),463,178,126.94338,37.46924,194991.0983,541091.9907,안전
3914,1165000000,378,서울특별시,서초구,1,학교,양재초등학교,1165010200101010000005504,1165010200,1165065100,서울특별시 서초구 바우뫼로18길 14(양재동),558,214,127.03191,37.47419,202822.7497,541640.3121,긴급
3908,1162000000,384,서울특별시,관악구,1,학교,남서울중학교,1162010200116900003003814,1162010200,1162076500,서울특별시 관악구 남부순환로172길 97(신림동),863,331,126.92147,37.4819,193054.1899,542497.6382,안전
3915,1165000000,450,서울특별시,서초구,1,학교,언남중학교,1165010200103100000003164,1165010200,1165065200,서울특별시 서초구 동산로 55(양재동),1700,653,127.04411,37.47254,203902.1338,541456.7354,안전
3920,1165000000,468,서울특별시,서초구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",언남문화체육센터,1165010200103090000003104,1165010200,1165065200,서울특별시 서초구 동산로13길 35(양재동),330,126,127.04337,37.47232,203836.5887,541432.7985,안전
3916,1165000000,457,서울특별시,서초구,1,학교,매헌초등학교,1165010200103110001000002,1165010200,1165065200,서울특별시 서초구 언남길 8(양재동),665,255,127.04203,37.47124,203718.056,541313.2244,안전
3918,1165000000,460,서울특별시,서초구,3,경로당,구립우면경로당,1165010200100060001007669,1165010200,1165065100,서울특별시 서초구 바우뫼로41길 38-3 (양재동),66,25,127.04082,37.4823,203610.0697,542540.9266,긴급
3917,1165000000,429,서울특별시,서초구,3,경로당,잔디마을경로당,1165010200102050004003843,1165010200,1165065200,서울특별시 서초구 매헌로6길 58(양재동),65,25,127.03548,37.46625,203138.7783,540758.6275,안전
3919,1165000000,475,서울특별시,서초구,4,관공서,양재2동주민센터,1165010200103230001003272,1165010200,1165065200,서울특별시 서초구 강남대로12길 44(양재동),350,134,127.04,37.47,203538.4324,541175.2765,안전
3926,1165000000,6,서울특별시,서초구,1,학교,반포초등학교,1165010700109370000018837,1165010700,1165055000,서울특별시 서초구 신반포로 55-4 (반포동),252,96,126.99098,37.50314,199202.9186,544852.3013,긴급
3921,1165000000,415,서울특별시,서초구,1,학교,우면초등학교,1165010300102860000000001,1165010300,1165065100,서울특별시 서초구 태봉로 59(우면동),764,293,127.0236,37.46466,202087.9174,540582.0027,긴급
3922,1165000000,340,서울특별시,서초구,1,학교,우암초등학교,1165010300100580000005970,1165010300,1165065100,서울특별시 서초구 바우뫼로7길 38(우면동),456,175,127.02428,37.47208,202148.0157,541405.7505,안전
3924,1165000000,419,서울특별시,서초구,4,관공서,반포3동주민센터,1165010600100710007017444,1165010600,1165058000,서울특별시 서초구 신반포로23길 78(잠원동),748,287,127.00558,37.51207,200493.3045,545843.6263,안전
3923,1165000000,409,서울특별시,서초구,1,학교,신동중학교,1165010600100540006019086,1165010600,1165054000,서울특별시 서초구 나루터로 27(잠원동),730,280,127.0132,37.5166,201167.1041,546346.8446,안전
3927,1165000000,11,서울특별시,서초구,1,학교,방배중학교,1165010700105860001017058,1165010700,1165058100,서울특별시 서초구 동광로 144(반포동),99,38,126.99848,37.49425,199865.7714,543866.3189,안전
3925,1165000000,386,서울특별시,서초구,4,관공서,잠원동주민센터,1165010600100580027019687,1165010600,1165054000,서울특별시 서초구 나루터로 38(잠원동),1468,564,127.01406,37.51493,201243.1768,546161.5733,안전
3929,1165000000,348,서울특별시,서초구,1,학교,잠원초등학교,1165010700100170000000002,1165010700,1165057000,서울특별시 서초구 신반포로16길 15-25 (반포동),685,263,126.9979,37.50195,199814.4582,544721.0152,긴급
3928,1165000000,412,서울특별시,서초구,1,학교,신반포중학교,1165010700100030001017692,1165010700,1165057000,서울특별시 서초구 신반포로19길 26(반포동),863,331,126.99576,37.50597,199625.4623,545166.8091,긴급
3930,1165000000,439,서울특별시,서초구,1,학교,반포고등학교,1165010700100300019027548,1165010700,1165056000,서울특별시 서초구 고무래로 71(반포동),561,215,127.01632,37.50219,201442.8499,544746.8706,긴급
3931,1165000000,445,서울특별시,서초구,1,학교,원촌중학교,1165010700100220000027531,1165010700,1165056000,서울특별시 서초구 사평대로45길 10(반포동),588,226,127.01398,37.50633,201236.1984,545206.3983,긴급
3937,1165000000,406,서울특별시,서초구,1,학교,서초중학교,1165010800117410007021283,1165010800,1165053000,서울특별시 서초구 반포대로13길 48(서초동),405,155,127.00883,37.48565,200781.0098,542911.0606,안전
3936,1165000000,444,서울특별시,서초구,1,학교,서초고등학교,1165010800115040000022278,1165010800,1165053000,서울특별시 서초구 반포대로27길 29(서초동),610,234,127.00604,37.48924,200533.8267,543309.9332,안전
3934,1165000000,465,서울특별시,서초구,1,학교,원촌초등학교,1165010700100210000018284,1165010700,1165056000,서울특별시 서초구 사평대로45길 26(반포동),555,213,127.01272,37.5061,201124.3857,545181.3871,긴급
3932,1165000000,448,서울특별시,서초구,1,학교,세화여자고등학교,1165010700107530000018801,1165010700,1165055000,서울특별시 서초구 신반포로 56-7 (반포동),1175,451,126.99329,37.50222,199406.911,544750.2905,긴급
3933,1165000000,464,서울특별시,서초구,1,학교,서원초등학교,1165010700100300008018424,1165010700,1165056000,서울특별시 서초구 고무래로 63(반포동),601,231,127.01455,37.50287,201286.9256,544822.6969,긴급
3944,1165000000,477,서울특별시,서초구,4,관공서,서초3동주민센터,1165010800114590013021368,1165010800,1165053000,서울특별시 서초구 반포대로 34(서초동),162,62,127,37,200000,489012.9599,안전
3945,1165000000,446,서울특별시,서초구,1,학교,언남초등학교,1165010900201220000000002,1165010900,1165066000,서울특별시 서초구 헌릉로8길 42(내곡동),330,126,127.0619,37.45396,205476.4807,539396.4242,안전
3941,1165000000,478,서울특별시,서초구,3,경로당,구립 예술의마을 경로당,1165010800114550004021399,1165010800,1165053000,서울특별시 서초구 남부순환로323길 44-15 (서초동),79,15,127,37,200000,489012.9599,안전
3946,1165000000,474,서울특별시,서초구,4,관공서,양재1동주민센터,1165010300100680002007616,1165010300,1165065100,서울특별시 서초구 바우뫼로 41(우면동),321,123,127.03,37.47,202653.8243,541174.9478,안전
3938,1165000000,407,서울특별시,서초구,1,학교,서울고등학교,1165010800115260001022302,1165010800,1165053000,서울특별시 서초구 효령로 197(서초동),2520,969,127.00557,37.48372,200492.6198,542697.2315,안전
3947,1165000000,5,서울특별시,서초구,1,학교,신동초등학교,1165010600100540005018857,1165010600,1165054000,서울특별시 서초구 나루터로 15(잠원동),577,222,127.01189,37.51689,201051.4652,546379.3762,안전
3939,1165000000,463,서울특별시,서초구,1,학교,서운중학교,1165010800113250001022542,1165010800,1165052000,서울특별시 서초구 서운로 115(서초동),1138,437,127.02452,37.49398,202168.4189,543836.5938,안전
3940,1165000000,452,서울특별시,서초구,1,학교,서일중학교,1165010800113130016019996,1165010800,1165053100,서울특별시 서초구 서운로21길 2(서초동),4301,1654,127.02218,37.49929,201961.6222,544425.1875,긴급
3943,1165000000,471,서울특별시,서초구,4,관공서,서초4동주민센터,1165010800113020006020157,1165010800,1165053100,서울특별시 서초구 서운로26길 3(서초동),871,335,127.02,37.5,201768.5089,544504.3157,긴급
3948,1165000000,351,서울특별시,서초구,1,학교,경원중학교,1165010600100660001017504,1165010600,1165058000,서울특별시 서초구 신반포로33길 39(잠원동),723,278,127.00888,37.51076,200784.6465,545697.8459,긴급
3942,1165000000,385,서울특별시,서초구,4,관공서,서초2동주민센터,1165010800113320006023232,1165010800,1165052000,서울특별시 서초구 서초대로70길 51(서초동),772,296,127.02493,37.49207,202204.3045,543624.1054,안전
3950,1168000000,535,서울특별시,강남구,1,학교,개원중학교,1168010300101840000019087,1168010300,1168067000,서울특별시 강남구 영동대로 101(개포동),2034,782,127.07174,37.49172,206343.9009,543587.544,안전
3951,1168000000,7,서울특별시,강남구,1,학교,언북초등학교,1168010400100270000018752,1168010400,1168056500,서울특별시 강남구 삼성로135길 42(청담동),15560,5984,127.04564,37.51999,204034.4138,546723.6411,긴급
3953,1168000000,526,서울특별시,강남구,1,학교,경기고등학교,1168010500100740004014890,1168010500,1168058000,서울특별시 강남구 영동대로 643(삼성동),614,236,127.056,37.51743,204950.9703,546439.6088,안전
3952,1168000000,524,서울특별시,강남구,1,학교,청담중학교,1168010400101430000017129,1168010400,1168056500,서울특별시 강남구 압구정로61길 36(청담동),1944,747,127.04554,37.52852,204025.5635,547670.2639,안전
3949,1165000000,377,서울특별시,서초구,1,학교,반원초등학교,1165010600100720000017515,1165010600,1165058000,서울특별시 서초구 잠원로3길 28(잠원동),374,143,127.00388,37.51012,200342.6766,545627.4012,안전
3960,1165000000,405,서울특별시,서초구,1,학교,신중초등학교,1165010800114660005000003,1165010800,1165053000,서울특별시 서초구 남부순환로317길 15(서초동),784,301,127.00934,37.48019,200826.4691,542305.8467,안전
3957,1165000000,476,서울특별시,서초구,4,관공서,반포1동주민센터,1165010700100200048000001,1165010700,1165056000,서울특별시 서초구 사평대로 273(반포동),239,91,127.01,37.51,200884.1365,545614.0461,긴급
3961,1165000000,342,서울특별시,서초구,1,학교,서이초등학교,1165010800113340002023194,1165010800,1165052000,서울특별시 서초구 서운로 35(서초동),581,223,127.02599,37.49161,202298.6574,543572.8051,안전
3954,1168000000,525,서울특별시,강남구,1,학교,봉은초등학교,1168010500100790002014624,1168010500,1168058000,서울특별시 강남구 학동로 610(삼성동),2361,908,127.06079,37.5201,205374.0328,546736.7706,안전
3962,1165000000,436,서울특별시,서초구,1,학교,서초초등학교,1165010800113100006020003,1165010800,1165053100,서울특별시 서초구 서운로 178(서초동),528,203,127.02393,37.49952,202116.022,544451.3738,긴급
3959,1165000000,1,서울특별시,서초구,1,학교,서일초등학교,1165010800114360008024521,1165010800,1165051000,서울특별시 서초구 남부순환로339길 38(서초동),653,251,127.02235,37.48517,201976.7022,542857.9772,안전
3964,1165000000,454,서울특별시,서초구,1,학교,다니엘학교,1165010900100011328001765,1165010900,1165066000,서울특별시 서초구 헌릉로468길 21-16 (내곡동),434,166,127.09201,37.4607,208139.9523,540146.8851,안전
3955,1165000000,459,서울특별시,서초구,3,경로당,구립반포본동경로당,1165010700111270000018823,1165010700,1165055000,"서울특별시 서초구 신반포로 32(반포동, 반포아파트)",73,27,126.9861,37.50026,198770.4484,544532.8899,긴급
3958,1165000000,466,서울특별시,서초구,14,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",심산기념문화센터,1165010700101140003017800,1165010700,1165057000,서울특별시 서초구 사평대로 55(반포동),917,352,126.99157,37.49904,199254.586,544397.2529,안전
3956,1165000000,473,서울특별시,서초구,4,관공서,반포4동주민센터,1165010700100740007000001,1165010700,1165058100,서울특별시 서초구 사평대로28길 70(반포동),1946,748,127,37.5,200000,544504.1278,긴급
